,年,週,年齡別,縣市,腸病毒急診就診人次
782,2007,8,1-3,桃園市,6
783,2007,12,1-3,高雄市,2
784,2007,12,1-3,嘉義市,1
785,2007,16,4-6,南投縣,1
786,2007,16,4-6,高雄市,2
787,2007,17,4-6,南投縣,1
788,2007,19,4-6,台北市,4
789,2007,19,4-6,桃園市,1
790,2007,20,0,雲林縣,1
791,2007,21,1-3,南投縣,2
792,2007,22,1-3,台北市,27
793,2007,22,1-3,桃園市,20
794,2007,22,0,台南市,4
795,2007,23,4-6,彰化縣,12
796,2007,25,1-3,嘉義縣,6
797,2007,25,7-15,新北市,2
798,2007,26,1-3,花蓮縣,10
799,2007,33,0,台南市,2
800,2007,33,4-6,新北市,11
801,2007,33,0,台南市,6
802,2007,34,4-6,嘉義市,3
803,2007,34,7-15,彰化縣,1
804,2007,35,4-6,嘉義市,2
805,2007,36,16+,桃園市,1
806,2007,36,1-3,新竹縣,3
807,2007,37,16+,桃園市,1
808,2007,38,7-15,新北市,2
809,2007,39,16+,台北市,2
810,2007,39,1-3,雲林縣,17
811,2007,39,0,新北市,4
812,2007,41,1-3,台東縣,1
813,2007,43,4-6,屏東縣,6
814,2007,43,0,桃園市,2
815,2007,45,0,台北市,1
816,2007,47,7-15,台南市,1
817,2007,47,7-15,屏東縣,2
818,2007,49,7-15,台南市,1
819,2007,51,0,新竹市,1
820,2007,52,0,新北市,3
821,2007,26,1-3,金門縣,1
822,2007,26,1-3,屏東縣,17
823,2007,27,1-3,金門縣,3
824,2007,27,1-3,屏東縣,14
825,2007,27,4-6,高雄市,15
826,2007,28,1-3,台北市,68
827,2007,28,4-6,台東縣,1
828,2007,28,0,新北市,1
829,2007,29,0,台南市,6
830,2007,29,0,桃園市,4
831,2007,30,1-3,宜蘭縣,8
832,2007,30,1-3,南投縣,12
833,2007,30,7-15,台北市,4
834,2007,31,0,台中市,5
835,2007,31,4-6,澎湖縣,6
836,2007,32,0,台北市,6
837,2007,32,1-3,花蓮縣,6
838,2007,33,0,新北市,4
839,2007,33,0,新竹縣,1
840,2007,33,4-6,新竹市,2
841,2007,33,0,彰化縣,3
842,2007,34,7-15,苗栗縣,1
843,2007,41,0,花蓮縣,1
844,2007,42,7-15,嘉義市,1
845,2007,45,1-3,桃園市,16
846,2007,46,16+,基隆市,1
847,2007,47,0,台中市,1
848,2007,47,1-3,澎湖縣,1
849,2007,47,0,苗栗縣,1
850,2007,48,1-3,高雄市,14
851,2007,48,4-6,高雄市,7
852,2007,49,1-3,澎湖縣,1
853,2007,51,1-3,花蓮縣,2
854,2007,51,4-6,雲林縣,1
855,2007,52,1-3,台中市,10
856,2008,1,0,台北市,1
857,2008,2,1-3,雲林縣,2
858,2008,4,16+,高雄市,1
859,2008,5,1-3,基隆市,3
860,2008,5,4-6,台東縣,1
861,2008,5,0,桃園市,2
862,2008,6,0,屏東縣,2
863,2008,6,1-3,苗栗縣,3
864,2008,6,4-6,彰化縣,1
865,2008,7,0,宜蘭縣,1
866,2007,26,7-15,彰化縣,2
867,2007,27,1-3,苗栗縣,5
868,2007,28,0,台北市,5
869,2007,28,0,新竹市,9
870,2007,30,0,花蓮縣,2
871,2007,30,4-6,雲林縣,3
872,2007,30,4-6,彰化縣,5
873,2007,31,1-3,台北市,63
874,2007,31,1-3,高雄市,53
875,2007,32,0,嘉義市,1
876,2007,32,16+,台中市,1
877,2007,32,4-6,屏東縣,3
878,2007,32,4-6,新北市,14
879,2007,32,0,台中市,8
880,2007,33,1-3,嘉義縣,5
881,2007,33,4-6,苗栗縣,4
882,2007,34,1-3,南投縣,2
883,2007,35,1-3,南投縣,11
884,2007,36,0,新竹縣,1
885,2007,39,0,彰化縣,1
886,2007,40,4-6,雲林縣,1
887,2007,41,1-3,台中市,33
888,2007,26,1-3,嘉義縣,19
889,2007,26,7-15,新竹市,3
890,2007,27,1-3,雲林縣,10
891,2007,27,7-15,新竹市,2
892,2007,29,1-3,嘉義縣,1
893,2007,29,4-6,台中市,6
894,2007,29,7-15,新竹市,1
895,2007,30,1-3,嘉義市,6
896,2007,30,0,澎湖縣,2
897,2007,33,7-15,彰化縣,1
898,2007,34,0,高雄市,2
899,2007,34,0,苗栗縣,1
900,2007,35,0,屏東縣,3
901,2007,35,0,高雄市,2
902,2007,35,4-6,澎湖縣,2
903,2007,35,7-15,苗栗縣,1
904,2007,37,4-6,台中市,3
905,2007,38,4-6,南投縣,2
906,2007,38,0,花蓮縣,2
907,2007,39,1-3,南投縣,6
908,2007,40,4-6,苗栗縣,2
909,2007,41,7-15,台南市,3
910,2007,29,0,彰化縣,1
911,2007,31,16+,高雄市,1
912,2007,31,7-15,新北市,1
913,2007,33,1-3,台北市,46
914,2007,34,0,宜蘭縣,1
915,2007,34,1-3,屏東縣,5
916,2007,37,1-3,花蓮縣,3
917,2007,38,4-6,新竹市,4
918,2007,38,0,彰化縣,2
919,2007,40,1-3,屏東縣,5
920,2007,40,4-6,新竹市,3
921,2007,40,7-15,新北市,1
922,2007,45,1-3,新北市,7
923,2007,45,4-6,雲林縣,1
924,2007,46,4-6,嘉義市,1
925,2007,46,0,基隆市,1
926,2007,47,1-3,彰化縣,13
927,2007,47,4-6,嘉義市,4
928,2007,48,1-3,新竹縣,1
929,2007,48,7-15,嘉義市,2
930,2007,50,1-3,新北市,20
931,2007,50,0,嘉義縣,1
932,2007,2,4-6,台中市,2
933,2007,6,1-3,台南市,3
934,2007,6,0,嘉義縣,1
935,2007,7,4-6,台東縣,1
936,2007,8,4-6,苗栗縣,3
937,2007,8,7-15,台北市,1
938,2007,9,1-3,台南市,1
939,2007,10,1-3,南投縣,2
940,2007,12,1-3,宜蘭縣,4
941,2007,13,1-3,高雄市,10
942,2007,13,1-3,新竹市,5
943,2007,14,4-6,台中市,4
944,2007,16,1-3,花蓮縣,3
945,2007,16,1-3,雲林縣,1
946,2007,17,1-3,雲林縣,1
947,2007,19,1-3,雲林縣,4
948,2007,20,1-3,台中市,17
949,2007,21,1-3,苗栗縣,1
950,2007,22,0,桃園市,3
951,2007,22,7-15,台北市,3
952,2007,22,7-15,基隆市,2
953,2007,23,0,新北市,1
954,2007,25,4-6,彰化縣,11
955,2007,30,1-3,嘉義縣,2
956,2007,31,0,高雄市,2
957,2007,32,0,屏東縣,1
958,2007,32,0,桃園市,6
959,2007,32,0,新北市,7
960,2007,32,0,嘉義市,1
961,2007,33,1-3,嘉義市,8
962,2007,33,7-15,屏東縣,1
963,2007,34,16+,嘉義市,1
964,2007,34,1-3,台南市,21
965,2007,37,1-3,宜蘭縣,4
966,2007,38,1-3,新竹市,16
967,2007,39,4-6,台南市,12
968,2007,39,4-6,花蓮縣,2
969,2007,39,4-6,桃園市,5
970,2007,40,1-3,基隆市,4
971,2007,40,4-6,台北市,17
972,2007,41,7-15,桃園市,3
973,2007,42,1-3,台南市,31
974,2007,42,1-3,新竹市,11
975,2007,42,4-6,高雄市,14
976,2007,43,1-3,基隆市,6
977,2007,2,1-3,新竹縣,1
978,2007,3,1-3,高雄市,2
979,2007,13,1-3,台中市,7
980,2007,17,1-3,南投縣,3
981,2007,17,0,宜蘭縣,1
982,2007,19,1-3,新北市,5
983,2007,20,0,高雄市,1
984,2007,20,4-6,新北市,1
985,2007,21,1-3,台東縣,6
986,2007,21,1-3,基隆市,1
987,2007,22,0,彰化縣,2
988,2007,24,0,台北市,3
989,2007,26,4-6,宜蘭縣,3
990,2007,26,0,新北市,5
991,2007,27,4-6,宜蘭縣,3
992,2007,27,4-6,苗栗縣,1
993,2007,27,0,南投縣,1
994,2007,27,0,新北市,4
995,2007,29,1-3,台中市,48
996,2007,29,0,屏東縣,3
997,2007,30,4-6,屏東縣,3
998,2007,30,7-15,桃園市,1
999,2007,31,4-6,台南市,15
1000,2007,1,7-15,台北市,3
1001,2007,2,1-3,彰化縣,4
1002,2007,3,1-3,南投縣,1
1003,2007,4,1-3,嘉義市,1
1004,2007,4,0,新北市,1
1005,2007,5,1-3,台中市,5
1006,2007,8,4-6,台中市,2
1007,2007,8,0,新竹市,1
1008,2007,9,0,宜蘭縣,1
1009,2007,11,4-6,屏東縣,1
1010,2007,11,4-6,新北市,1
1011,2007,13,1-3,台北市,11
1012,2007,14,0,台北市,1
1013,2007,15,16+,台南市,1
1014,2007,15,0,台北市,1
1015,2007,16,1-3,嘉義縣,1
1016,2007,23,1-3,桃園市,12
1017,2007,23,1-3,雲林縣,19
1018,2007,23,0,台北市,5
1019,2007,24,0,新竹市,1
1020,2007,25,0,台南市,3
1021,2007,25,0,新竹市,2
1022,2007,25,0,雲林縣,1
1023,2007,22,0,新北市,3
1024,2007,24,1-3,高雄市,39
1025,2007,26,0,新竹市,3
1026,2007,26,0,彰化縣,6
1027,2007,26,4-6,台東縣,2
1028,2007,26,0,雲林縣,2
1029,2007,27,0,彰化縣,2
1030,2007,27,1-3,台東縣,6
1031,2007,27,1-3,基隆市,5
1032,2007,27,4-6,桃園市,18
1033,2007,28,7-15,台北市,8
1034,2007,29,4-6,台南市,18
1035,2007,29,0,花蓮縣,1
1036,2007,31,0,新北市,6
1037,2007,32,4-6,金門縣,1
1038,2007,32,4-6,嘉義縣,4
1039,2007,32,0,高雄市,4
1040,2007,32,7-15,台北市,8
1041,2007,32,7-15,新竹市,1
1042,2007,32,7-15,嘉義市,2
1043,2007,33,16+,苗栗縣,20
1044,2007,33,0,屏東縣,1
1045,2007,1,0,彰化縣,1
1046,2007,2,7-15,高雄市,1
1047,2007,3,1-3,宜蘭縣,1
1048,2007,4,4-6,台北市,3
1049,2007,4,0,台南市,1
1050,2007,7,0,新竹市,1
1051,2007,12,1-3,雲林縣,1
1052,2007,12,4-6,新北市,1
1053,2007,13,0,桃園市,1
1054,2007,17,1-3,台中市,6
1055,2007,21,0,高雄市,4
1056,2007,22,1-3,彰化縣,48
1057,2007,23,1-3,花蓮縣,2
1058,2007,23,0,基隆市,2
1059,2007,24,7-15,花蓮縣,2
1060,2007,25,4-6,苗栗縣,2
1061,2007,25,7-15,花蓮縣,1
1062,2007,25,7-15,高雄市,2
1063,2007,25,7-15,新竹縣,1
1064,2007,26,4-6,屏東縣,5
1065,2007,27,4-6,金門縣,1
1066,2007,29,16+,桃園市,1
1067,2007,29,1-3,台東縣,3
1068,2008,2,16+,台中市,3
1069,2008,2,1-3,屏東縣,2
1070,2008,2,0,嘉義縣,1
1071,2008,3,1-3,花蓮縣,3
1072,2008,4,1-3,南投縣,3
1073,2008,4,1-3,新北市,18
1074,2008,4,4-6,桃園市,2
1075,2008,5,4-6,基隆市,1
1076,2008,5,0,苗栗縣,2
1077,2008,8,7-15,台中市,2
1078,2008,9,4-6,台中市,3
1079,2008,9,0,彰化縣,1
1080,2008,10,1-3,嘉義縣,1
1081,2008,12,16+,台北市,1
1082,2008,12,4-6,屏東縣,1
1083,2008,12,0,新北市,1
1084,2008,13,1-3,宜蘭縣,1
1085,2008,13,0,雲林縣,1
1086,2008,14,1-3,高雄市,18
1087,2008,15,1-3,嘉義市,4
1088,2008,16,1-3,基隆市,2
1089,2008,16,1-3,彰化縣,21
1090,2008,16,4-6,台東縣,1
1091,2007,25,4-6,高雄市,20
1092,2007,26,1-3,台北市,54
1093,2007,26,1-3,桃園市,48
1094,2007,26,0,嘉義縣,1
1095,2007,27,1-3,台北市,49
1096,2007,28,4-6,雲林縣,1
1097,2007,29,4-6,屏東縣,5
1098,2007,30,1-3,澎湖縣,6
1099,2007,30,4-6,金門縣,1
1100,2007,30,0,台南市,11
1101,2007,32,1-3,宜蘭縣,7
1102,2007,32,1-3,嘉義縣,4
1103,2007,32,4-6,苗栗縣,1
1104,2007,33,4-6,南投縣,2
1105,2007,33,0,台中市,13
1106,2007,34,0,台東縣,1
1107,2007,34,0,桃園市,6
1108,2007,34,7-15,基隆市,2
1109,2007,35,0,台北市,8
1110,2007,36,7-15,南投縣,1
1111,2007,37,1-3,新竹縣,5
1112,2007,38,4-6,宜蘭縣,1
1113,2007,1,1-3,高雄市,12
1114,2007,2,4-6,新竹市,1
1115,2007,4,0,台中市,2
1116,2007,5,1-3,新北市,2
1117,2007,12,1-3,苗栗縣,1
1118,2007,14,1-3,屏東縣,4
1119,2007,15,1-3,屏東縣,1
1120,2007,15,1-3,新竹市,1
1121,2007,17,4-6,台南市,1
1122,2007,18,1-3,台南市,2
1123,2007,20,0,南投縣,1
1124,2007,20,1-3,高雄市,12
1125,2007,23,1-3,台中市,33
1126,2007,24,0,彰化縣,3
1127,2007,24,16+,台北市,1
1128,2007,24,7-15,苗栗縣,1
1129,2007,25,0,彰化縣,4
1130,2007,26,0,高雄市,5
1131,2007,27,0,高雄市,11
1132,2007,28,1-3,花蓮縣,10
1133,2007,28,4-6,桃園市,9
1134,2007,29,1-3,新竹縣,8
1135,2007,29,0,新竹市,8
1136,2007,41,7-15,新竹縣,1
1137,2007,42,1-3,花蓮縣,5
1138,2007,42,1-3,苗栗縣,5
1139,2007,44,1-3,彰化縣,8
1140,2007,45,0,台中市,1
1141,2007,45,16+,澎湖縣,1
1142,2007,45,1-3,彰化縣,11
1143,2007,45,4-6,高雄市,5
1144,2007,45,4-6,嘉義市,2
1145,2007,46,1-3,高雄市,26
1146,2007,47,1-3,台北市,31
1147,2007,47,1-3,桃園市,15
1148,2007,48,7-15,新北市,1
1149,2007,49,16+,台中市,1
1150,2007,49,1-3,嘉義市,6
1151,2007,50,1-3,新竹市,6
1152,2007,50,1-3,彰化縣,7
1153,2008,2,1-3,金門縣,1
1154,2008,2,0,新北市,1
1155,2008,6,1-3,雲林縣,4
1156,2008,7,1-3,基隆市,1
1157,2008,7,4-6,台北市,5
1158,2008,7,4-6,高雄市,5
1159,2007,27,0,南投縣,2
1160,2007,29,1-3,台南市,74
1161,2007,30,4-6,南投縣,1
1162,2007,31,16+,基隆市,1
1163,2007,31,4-6,桃園市,11
1164,2007,32,16+,苗栗縣,9
1165,2007,32,4-6,雲林縣,1
1166,2007,32,4-6,澎湖縣,2
1167,2007,33,4-6,屏東縣,3
1168,2007,33,4-6,高雄市,10
1169,2007,35,0,新竹市,2
1170,2007,36,1-3,台中市,30
1171,2007,37,7-15,高雄市,2
1172,2007,38,1-3,台北市,24
1173,2007,39,1-3,台中市,37
1174,2007,39,7-15,台南市,3
1175,2007,40,4-6,新北市,10
1176,2007,41,1-3,彰化縣,16
1177,2007,41,4-6,桃園市,13
1178,2007,41,4-6,嘉義市,4
1179,2007,42,4-6,澎湖縣,2
1180,2007,43,0,台中市,3
1181,2007,35,0,宜蘭縣,1
1182,2007,36,0,台南市,2
1183,2007,36,1-3,嘉義縣,8
1184,2007,36,1-3,彰化縣,9
1185,2007,37,1-3,彰化縣,12
1186,2007,38,0,高雄市,5
1187,2007,39,1-3,嘉義縣,7
1188,2007,39,1-3,彰化縣,17
1189,2007,39,0,新竹市,2
1190,2007,41,4-6,澎湖縣,3
1191,2007,41,0,台南市,2
1192,2007,42,1-3,台中市,23
1193,2007,42,1-3,彰化縣,13
1194,2007,42,0,新竹市,2
1195,2007,43,1-3,桃園市,15
1196,2007,43,4-6,宜蘭縣,1
1197,2007,44,1-3,台北市,39
1198,2007,45,1-3,台北市,17
1199,2007,45,1-3,基隆市,1
1200,2007,45,4-6,台北市,18
1201,2007,45,7-15,台南市,1
1202,2007,46,0,高雄市,1
1203,2007,46,1-3,屏東縣,4
1204,2007,28,0,宜蘭縣,1
1205,2007,28,0,澎湖縣,2
1206,2007,31,0,桃園市,7
1207,2007,31,0,高雄市,3
1208,2007,31,7-15,嘉義市,2
1209,2007,33,4-6,桃園市,6
1210,2007,34,1-3,花蓮縣,1
1211,2007,34,1-3,雲林縣,12
1212,2007,34,7-15,新竹市,1
1213,2007,35,1-3,雲林縣,7
1214,2007,35,0,新北市,3
1215,2007,36,1-3,台北市,27
1216,2007,36,7-15,桃園市,1
1217,2007,37,7-15,桃園市,4
1218,2007,39,0,苗栗縣,1
1219,2007,41,4-6,彰化縣,3
1220,2007,41,0,台中市,3
1221,2007,42,1-3,台東縣,1
1222,2007,42,1-3,澎湖縣,5
1223,2007,43,1-3,嘉義市,3
1224,2007,43,1-3,彰化縣,9
1225,2007,44,4-6,新北市,8
1226,2007,26,0,台東縣,1
1227,2007,28,0,桃園市,2
1228,2007,28,1-3,澎湖縣,3
1229,2007,28,4-6,台中市,7
1230,2007,28,4-6,金門縣,1
1231,2007,29,0,基隆市,2
1232,2007,29,0,彰化縣,4
1233,2007,29,7-15,彰化縣,1
1234,2007,30,1-3,新北市,48
1235,2007,30,0,宜蘭縣,1
1236,2007,31,1-3,台南市,58
1237,2007,31,1-3,嘉義市,13
1238,2007,32,4-6,南投縣,2
1239,2007,33,7-15,新北市,3
1240,2007,38,4-6,台北市,12
1241,2007,40,0,台東縣,1
1242,2007,40,1-3,宜蘭縣,8
1243,2007,41,4-6,宜蘭縣,2
1244,2007,41,7-15,新北市,1
1245,2007,42,7-15,台北市,6
1246,2007,44,1-3,屏東縣,1
1247,2007,44,1-3,嘉義縣,3
1248,2007,26,0,台南市,3
1249,2007,26,7-15,台南市,5
1250,2007,27,1-3,澎湖縣,4
1251,2007,27,7-15,台北市,9
1252,2007,27,7-15,台南市,2
1253,2007,28,0,台中市,1
1254,2007,28,0,彰化縣,2
1255,2007,30,1-3,基隆市,14
1256,2007,31,0,台南市,3
1257,2007,31,1-3,嘉義縣,7
1258,2007,31,0,新北市,8
1259,2007,31,7-15,高雄市,3
1260,2007,31,7-15,新竹市,2
1261,2007,32,0,高雄市,2
1262,2007,34,1-3,新竹縣,7
1263,2007,34,0,嘉義市,1
1264,2007,35,0,桃園市,5
1265,2007,35,1-3,新北市,14
1266,2007,35,1-3,新竹縣,7
1267,2007,35,4-6,台南市,4
1268,2007,36,0,基隆市,2
1269,2007,37,0,基隆市,1
1270,2007,34,0,嘉義縣,2
1271,2007,35,1-3,屏東縣,7
1272,2007,35,4-6,宜蘭縣,2
1273,2007,35,4-6,雲林縣,4
1274,2007,36,4-6,基隆市,1
1275,2007,36,0,宜蘭縣,1
1276,2007,37,0,宜蘭縣,2
1277,2007,38,4-6,嘉義市,4
1278,2007,38,0,桃園市,6
1279,2007,38,7-15,基隆市,2
1280,2007,39,0,澎湖縣,1
1281,2007,40,4-6,基隆市,8
1282,2007,40,0,宜蘭縣,2
1283,2007,41,1-3,台北市,48
1284,2007,42,0,高雄市,1
1285,2007,42,1-3,南投縣,3
1286,2007,42,1-3,桃園市,29
1287,2007,42,0,台中市,2
1288,2007,45,4-6,宜蘭縣,1
1289,2007,46,0,新竹市,3
1290,2007,46,0,彰化縣,3
1291,2007,46,7-15,新竹市,1
1292,2007,47,0,基隆市,1
1293,2007,1,1-3,雲林縣,2
1294,2007,3,7-15,台中市,2
1295,2007,4,1-3,嘉義縣,1
1296,2007,5,0,台南市,1
1297,2007,11,1-3,宜蘭縣,3
1298,2007,12,0,台北市,2
1299,2007,14,1-3,南投縣,1
1300,2007,16,16+,高雄市,1
1301,2007,18,1-3,花蓮縣,7
1302,2007,19,0,台東縣,1
1303,2007,19,4-6,雲林縣,3
1304,2007,20,4-6,台中市,2
1305,2007,20,4-6,花蓮縣,1
1306,2007,22,0,苗栗縣,1
1307,2007,22,16+,新竹市,2
1308,2007,23,0,嘉義縣,1
1309,2007,23,4-6,花蓮縣,1
1310,2007,23,7-15,彰化縣,2
1311,2007,24,1-3,台中市,55
1312,2007,25,0,高雄市,3
1313,2007,25,4-6,新竹市,6
1314,2007,26,0,桃園市,5
1315,2007,26,4-6,高雄市,18
1316,2007,42,4-6,嘉義市,4
1317,2007,42,0,桃園市,5
1318,2007,46,1-3,新竹市,6
1319,2007,46,4-6,高雄市,5
1320,2007,46,4-6,彰化縣,6
1321,2007,47,0,嘉義市,1
1322,2007,47,1-3,新竹市,11
1323,2007,48,7-15,台北市,3
1324,2007,51,1-3,彰化縣,7
1325,2007,52,4-6,桃園市,2
1326,2007,52,7-15,台中市,1
1327,2008,1,7-15,高雄市,1
1328,2008,3,0,台北市,2
1329,2008,3,1-3,台東縣,1
1330,2008,4,4-6,苗栗縣,2
1331,2008,5,16+,新北市,2
1332,2008,6,4-6,新竹市,3
1333,2008,8,1-3,嘉義市,3
1334,2008,8,7-15,屏東縣,2
1335,2008,9,4-6,屏東縣,4
1336,2008,10,1-3,台東縣,2
1337,2008,10,4-6,桃園市,1
1338,2008,11,1-3,桃園市,4
1339,2007,26,16+,苗栗縣,6
1340,2007,26,4-6,新北市,4
1341,2007,27,0,雲林縣,1
1342,2007,27,1-3,南投縣,11
1343,2007,27,0,台中市,8
1344,2007,27,7-15,台中市,2
1345,2007,28,7-15,新竹縣,1
1346,2007,29,4-6,南投縣,6
1347,2007,30,0,新北市,2
1348,2007,30,4-6,台中市,11
1349,2007,31,1-3,宜蘭縣,4
1350,2007,31,0,台南市,7
1351,2007,31,7-15,台南市,1
1352,2007,32,0,基隆市,3
1353,2007,32,7-15,新北市,2
1354,2007,33,0,新竹市,2
1355,2007,33,0,苗栗縣,4
1356,2007,33,7-15,苗栗縣,1
1357,2007,34,7-15,台北市,1
1358,2007,35,16+,桃園市,1
1359,2007,35,1-3,苗栗縣,4
1360,2007,36,1-3,新竹市,13
1361,2007,27,4-6,基隆市,6
1362,2007,28,0,澎湖縣,1
1363,2007,28,1-3,新竹縣,1
1364,2007,28,4-6,新北市,15
1365,2007,28,0,台中市,10
1366,2007,28,0,台北市,11
1367,2007,28,0,基隆市,1
1368,2007,29,1-3,花蓮縣,6
1369,2007,29,4-6,彰化縣,4
1370,2007,30,16+,新北市,1
1371,2007,30,4-6,苗栗縣,2
1372,2007,31,1-3,台中市,44
1373,2007,32,7-15,南投縣,1
1374,2007,34,1-3,高雄市,33
1375,2007,35,0,新北市,2
1376,2007,35,1-3,高雄市,35
1377,2007,36,1-3,宜蘭縣,5
1378,2007,36,1-3,花蓮縣,4
1379,2007,36,4-6,桃園市,9
1380,2007,37,0,彰化縣,4
1381,2007,37,4-6,桃園市,4
1382,2007,37,0,苗栗縣,2
1383,2007,42,0,高雄市,8
1384,2007,42,7-15,台南市,1
1385,2007,43,1-3,宜蘭縣,5
1386,2007,43,1-3,新北市,22
1387,2007,43,4-6,雲林縣,2
1388,2007,44,4-6,基隆市,3
1389,2007,45,16+,新北市,1
1390,2007,45,0,新北市,1
1391,2007,46,1-3,苗栗縣,1
1392,2007,46,4-6,新竹市,2
1393,2007,47,16+,雲林縣,1
1394,2007,47,1-3,苗栗縣,1
1395,2007,47,4-6,新竹市,2
1396,2007,47,0,雲林縣,1
1397,2007,48,0,台南市,1
1398,2007,50,7-15,新北市,1
1399,2007,52,0,桃園市,2
1400,2008,1,16+,桃園市,1
1401,2008,1,0,桃園市,2
1402,2008,2,0,雲林縣,1
1403,2008,3,1-3,台中市,19
1404,2008,3,0,屏東縣,1
1405,2008,3,7-15,高雄市,5
1406,2008,8,0,屏東縣,3
1407,2008,9,4-6,彰化縣,2
1408,2008,10,7-15,桃園市,1
1409,2008,11,1-3,新北市,11
1410,2008,11,4-6,台南市,6
1411,2008,12,1-3,高雄市,10
1412,2008,12,4-6,南投縣,1
1413,2008,12,4-6,新北市,2
1414,2008,13,4-6,台北市,9
1415,2008,13,4-6,台東縣,2
1416,2008,13,7-15,雲林縣,1
1417,2008,14,1-3,花蓮縣,1
1418,2008,14,0,嘉義縣,1
1419,2008,15,1-3,雲林縣,5
1420,2008,15,4-6,桃園市,1
1421,2008,16,0,台南市,3
1422,2008,16,7-15,台北市,1
1423,2008,18,0,彰化縣,1
1424,2008,18,1-3,宜蘭縣,7
1425,2008,19,0,台北市,14
1426,2008,20,0,基隆市,1
1427,2008,20,1-3,桃園市,23
1428,2007,7,4-6,嘉義市,1
1429,2007,8,1-3,南投縣,2
1430,2007,8,1-3,新竹縣,1
1431,2007,11,4-6,台北市,1
1432,2007,14,7-15,桃園市,2
1433,2007,15,0,桃園市,1
1434,2007,16,4-6,新竹市,1
1435,2007,17,1-3,宜蘭縣,1
1436,2007,17,4-6,新竹市,1
1437,2007,21,0,桃園市,2
1438,2007,21,1-3,新北市,10
1439,2007,21,4-6,台南市,8
1440,2007,22,4-6,新北市,4
1441,2007,22,0,台中市,5
1442,2007,22,0,彰化縣,10
1443,2007,24,1-3,桃園市,9
1444,2007,25,1-3,桃園市,34
1445,2007,25,4-6,桃園市,5
1446,2007,26,1-3,澎湖縣,2
1447,2007,29,1-3,澎湖縣,7
1448,2007,29,4-6,澎湖縣,4
1449,2007,29,0,台北市,6
1450,2007,29,0,台南市,16
1451,2007,32,4-6,基隆市,1
1452,2007,33,1-3,雲林縣,4
1453,2007,33,4-6,嘉義市,4
1454,2007,34,4-6,台北市,10
1455,2007,34,0,雲林縣,2
1456,2007,35,4-6,台北市,11
1457,2007,35,0,雲林縣,1
1458,2007,36,0,新北市,2
1459,2007,36,0,高雄市,9
1460,2007,36,0,嘉義市,2
1461,2007,36,7-15,台南市,1
1462,2007,37,0,新北市,1
1463,2007,37,4-6,嘉義縣,2
1464,2007,37,0,台南市,9
1465,2007,37,0,嘉義市,2
1466,2007,37,7-15,台南市,1
1467,2007,38,1-3,高雄市,39
1468,2007,38,7-15,嘉義縣,1
1469,2007,39,16+,台南市,1
1470,2007,39,0,台南市,5
1471,2007,40,4-6,嘉義縣,1
1472,2007,40,0,台北市,8
1473,2007,29,7-15,屏東縣,1
1474,2007,30,1-3,彰化縣,12
1475,2007,31,4-6,苗栗縣,4
1476,2007,32,0,桃園市,5
1477,2007,36,1-3,南投縣,8
1478,2007,36,1-3,高雄市,28
1479,2007,36,4-6,南投縣,2
1480,2007,36,0,台中市,4
1481,2007,37,4-6,新北市,4
1482,2007,37,0,台中市,2
1483,2007,38,1-3,新竹縣,4
1484,2007,38,4-6,台南市,11
1485,2007,39,1-3,高雄市,27
1486,2007,39,1-3,新竹市,24
1487,2007,39,4-6,南投縣,2
1488,2007,39,4-6,新竹縣,2
1489,2007,39,0,彰化縣,1
1490,2007,41,1-3,台南市,29
1491,2007,41,1-3,基隆市,6
1492,2007,42,0,桃園市,1
1493,2007,42,1-3,新北市,19
1494,2007,42,0,嘉義市,2
1495,2007,30,4-6,新竹市,8
1496,2007,31,0,苗栗縣,1
1497,2007,31,4-6,屏東縣,1
1498,2007,32,1-3,台北市,73
1499,2007,32,4-6,桃園市,5
1500,2007,33,1-3,台中市,18
1501,2007,33,1-3,苗栗縣,5
1502,2007,34,0,屏東縣,1
1503,2007,36,0,桃園市,2
1504,2007,38,16+,苗栗縣,2
1505,2007,38,4-6,新北市,2
1506,2007,38,0,台中市,3
1507,2007,38,7-15,台中市,2
1508,2007,41,7-15,嘉義市,1
1509,2007,42,1-3,雲林縣,4
1510,2007,42,4-6,台南市,8
1511,2007,42,4-6,花蓮縣,1
1512,2007,42,7-15,新北市,6
1513,2007,43,0,雲林縣,1
1514,2007,44,7-15,桃園市,1
1515,2007,45,1-3,台南市,15
1516,2007,48,4-6,屏東縣,2
1517,2007,43,4-6,基隆市,4
1518,2007,43,4-6,彰化縣,1
1519,2007,43,7-15,新北市,3
1520,2007,44,1-3,新北市,13
1521,2007,44,4-6,宜蘭縣,3
1522,2007,46,1-3,彰化縣,14
1523,2007,48,0,台北市,6
1524,2007,49,4-6,嘉義市,1
1525,2007,52,1-3,雲林縣,1
1526,2008,1,0,桃園市,1
1527,2008,2,0,台北市,1
1528,2008,2,0,台南市,1
1529,2008,3,1-3,台南市,11
1530,2008,3,7-15,嘉義市,1
1531,2008,4,1-3,雲林縣,3
1532,2008,4,7-15,台南市,1
1533,2008,4,7-15,高雄市,4
1534,2008,6,4-6,苗栗縣,1
1535,2008,7,16+,新北市,1
1536,2008,7,1-3,台北市,23
1537,2008,10,4-6,屏東縣,1
1538,2008,10,0,嘉義市,2
1539,2008,11,0,彰化縣,1
