日期,測站,測項,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2012/04/02,松山,NMHC,0.08,0.28,0.33,0.35,0.28,0.25,0.29,0.34,0.6,0.53,0.44,0.32,0.23,0.55,0.58,0.32,0.3,0.27,0.4,0.52,0.47,0.48,0.53,0.6
2012/04/02,松山,NO,0.4,0.6,0.6,1.2,0.8,0.9,6.3,18,28,19,12,4.9,3.3,2.7,1.7,1.6,3.8,4.1,5.8,19,13,20,25,20
2012/04/02,松山,NO2,9.4,22,18,24,16,15,26,32,39,41,43,27,24,35,30,32,45,52,61,69,60,58,55,48
2012/04/02,松山,NOx,9.8,22,18,26,17,16,32,50,68,60,55,32,27,37,32,34,49,56,67,88,73,78,80,68
2012/04/02,松山,O3,47,27,26,18,23,23,12,9.2,12,24,42,51,60,94,117,90,38,28,20,4.6,4.6,3.1,4.3,3.5
2012/04/02,松山,PM10,67,50,48,48,45,38,40,46,74,103,125,132,118,127,131,140,125,98,81,73,66,61,57,70
2012/04/02,松山,PM2.5,18,18,17,15,19,17,13,14,16,23,31,37,44,45,57,60,53,47,42,47,43,46,43,41
2012/04/02,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2012/04/02,松山,RH,57,60,61,60,62,63,64,63,57,53,51,50,48,46,45,48,53,56,57,61,66,68,69,72
2012/04/02,松山,SO2,1.1,1,0.9,1.3,1,1.2,1.5,1.7,2.4,2.8,2.7,2.7,2.5,3.9,5.8,9,21,31,19,9.8,5.5,5.2,4.8,3.3
2012/04/02,松山,THC,2,2.4,2.6,2.8,2.5,2.4,2.5,2.6,2.8,2.6,2.4,2.3,2.1,2.6,2.6,2.3,2.3,2.2,2.4,2.5,2.5,2.6,2.7,2.7
2012/04/02,松山,WD_HR,86,82,176,244,228,269,250,284,285,282,244,282,340,276,267,41,61,50,82,91,95,68,239,235
2012/04/02,松山,WIND_DIREC,48,103,257,230,223,303,251,280,279,281,247,277,297,286,257,63,42,65,85,94,93,85,223,227
2012/04/02,松山,WIND_SPEED,0.5,0.5,0.6,0.5,0.7,0.5,0.7,0.8,0.8,1.2,0.6,1,0.9,1.6,0.7,1.7,1.8,1.1,0.7,1.5,0.8,0.5,1,0.9
2012/04/02,松山,WS_HR,0.8,0.2,0.1,0.5,0.5,0.4,0.6,0.7,0.7,1,0,0.6,0.1,0.7,0.5,0.4,1.6,1.2,0.7,0.7,1,0.4,0.8,0.9
2012/04/03,松山,AMB_TEMP,22,22,22,23,23,23,24,24,26,27,27,23,21,20,20,19,19,19,18,17,17,17,17,17
2012/04/03,松山,CH4,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2,2.1,1.9,1.9,1.9,1.9,,2#,2,2,1.9,1.9,1.9,1.9,1.9,1.9,2
2012/04/03,松山,CO,1.32,0.91,0.74,0.71,0.58,0.52,0.6,1.53,2.76,1.34,0.54,0.43,0.4,0.44,0.53,0.59,0.59,0.59,0.6,0.5,0.51,0.53,0.49,0.38
2012/04/03,松山,NMHC,0.64,0.47,0.38,0.4,0.36,0.3,0.27,0.43,0.78,0.39,0.23,0.14,0.1,,.11#,0.12,0.13,0.16,0.17,0.12,0.14,0.15,0.14,0.1
2012/04/03,松山,NO,17,5,1.5,1.1,0.8,0.9,5.3,16,31,13,6.9,2.6,1.7,1.4,.8#,2.3#,2.2,1.7,1.9,1.5,1.5,1.8,1.6,1.6
2012/04/03,松山,NO2,44,34,27,25,22,19,30,34,40,30,30,17,15,13,,21#,20,24,26,20,27,28,27,20
2012/04/03,松山,NOx,61,39,29,26,22,20,35,49,72,43,36,20,16,14,-.3#,24#,23,26,28,22,29,30,29,21
2012/04/03,松山,O3,2.8,8.1,10,12,15,19,12,9.5,10,20,24,43,56,54,60#,61,59,54,48,52,43,41,40,46
2012/04/03,松山,PM10,66,59,48,64,72,88,91,100,113,122,123,114,111,,,141,156,164,136,112,90,84,81,79
2012/04/03,松山,PM2.5,40,35,40,41,49,51,59,55,49,44,44,42,37,,,55,67,78,65,55,41,39,31,28
2012/04/03,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2012/04/03,松山,RH,73,73,74,74,78,80,81,78,72,69,70,66,57,54,56,56,54,52,52,55,56,55,54,52
2012/04/03,松山,SO2,3.2,3,3,3,3.9,3.4,3.5,4.1,4.9,4.2,4.2,2.9,3.3,,4.1#,5.7,6,3.4,2.7,2.3,2.8,4.9,4.1,3.6
2012/04/03,松山,THC,2.9,2.6,2.6,2.6,2.5,2.4,2.3,2.4,2.9,2.3,2.1,2,2,,2.1#,2.1,2.1,2.1,2.1,2,2,2.1,2.1,2.1
2012/04/03,松山,WD_HR,237,239,252,233,239,202,293,273,274,280,55,74,65,62,64,68,71,76,88,96,89,79,74,72
2012/04/03,松山,WIND_DIREC,232,250,232,238,235,69,277,268,275,255,55,75,55,54,73,67,70,68,94,92,82,74,67,77
2012/04/03,松山,WIND_SPEED,1.3,0.9,0.8,1.2,1,1.1,1.9,1.5,1.5,1.5,1.5,5.5,4.1,4.7,4.3,3.6,3.7,3,3.2,2.6,2.1,2.1,2,2.2
2012/04/03,松山,WS_HR,1.1,1.4,0.6,0.7,1.2,0.6,0.4,1.2,1.3,1.4,0.4,3.2,3.6,3.7,4,3.4,2.9,2.8,2.6,2.6,2,1.8,2,2.2
2012/04/04,松山,AMB_TEMP,17,16,17,18,18,18,18,19,21,22,23,24,25,26,26,26,26,24,23,22,22,22,22,21
2012/04/04,松山,CH4,1.9,1.9,2,2,2,2,2,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2,2,2,2.1,2.1
2012/04/04,松山,CO,0.35,0.32,0.29,0.23,0.25,0.26,0.3,0.37,0.35,0.29,0.28,0.29,0.31,0.44,1.44,1.26,0.51,0.74,0.5,0.65,0.79,0.69,1.04,0.76
2012/04/04,松山,NMHC,0.1,0.12,0.08,0.05,0.05,0.05,0.06,0.08,0.08,0.06,0.05,0.06,0.07,0.09,0.49,0.38,0.26,0.23,0.14,0.2,0.26,0.22,0.39,0.3
2012/04/04,松山,NO,0.9,0.8,0.9,0.4,0.3,0.3,0.6,1.2,2,1,1,0.9,1.1,1,1.2,1.1,1.2,0.8,0.6,1,1.2,1,7.9,7
2012/04/04,松山,NO2,16,14,12,6.6,6.5,7.5,11,14,12,6.3,6.4,6.9,7.5,7.7,11,13,16,20,19,27,34,31,51,38
2012/04/04,松山,NOx,17,14,13,7,6.9,7.8,11,15,14,7.3,7.4,7.9,8.6,8.7,13,15,18,20,20,28,35,32,59,45
2012/04/04,松山,O3,47,45,49,58,60,59,56,53,54,63,62,63,63,65,62,63,61,55,53,42,32,31,11,17
2012/04/04,松山,PM10,72,65,59,56,57,60,56,50,49,60,67,65,52,46,60,71,133,130,128,67,63,65,69,67
2012/04/04,松山,PM2.5,23,22,21,22,21,23,25,26,23,22,30,31,31,26,25,33,36,45,40,38,36,35,41,41
2012/04/04,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2012/04/04,松山,RH,55,61,62,60,60,60,60,56,52,50,48,44,41,40,41,43,47,52,57,60,62,65,65,67
2012/04/04,松山,SO2,3.9,4.8,4.6,3.1,3.2,2.5,2.1,2.1,1.9,1.5,1.5,1.8,1.8,1.7,1.7,1.9,1.7,1.7,1.5,1.7,1.8,1.8,2,1.8
2012/04/04,松山,THC,2,2,2,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,2.4,2.3,2.1,2.1,2,2.2,2.3,2.2,2.5,2.4
2012/04/04,松山,WD_HR,89,95,75,73,70,70,68,70,86,103,100,101,110,112,120,98,105,94,98,75,77,76,267,238
2012/04/04,松山,WIND_DIREC,95,87,71,74,68,68,73,70,105,103,97,94,116,121,98,148,99,69,94,72,75,94,273,234
2012/04/04,松山,WIND_SPEED,2.6,1.7,2,2.3,2.4,2.3,2.7,2.9,3.4,4,4.1,2.4,2.3,2.5,1.6,1,1.7,0.9,1.3,0.5,0.7,0.6,1.4,1
2012/04/04,松山,WS_HR,1.6,1.8,1.8,2.3,2.2,2.3,2.6,2.5,2.4,3.3,3.3,2.1,1.8,1.8,1,0.8,1,0.9,1.1,0.6,0.7,0.4,0.3,1.1
2012/04/05,松山,AMB_TEMP,21,21,21,20,19,19,20,20,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18
2012/04/05,松山,CH4,2.1,2.1,1.9,2,2,2,2.1,2.1,2.1,2,2.1,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2012/04/05,松山,CO,0.73,0.69,0.38,0.35,0.38,0.44,0.52,0.78,0.99,0.95,0.88,0.77,0.78,0.69,0.72,0.59,0.6,0.66,0.72,0.69,0.64,0.74,0.69,0.58
2012/04/05,松山,NMHC,0.31,0.3,0.07,0.09,0.1,0.13,0.17,0.26,0.34,0.32,0.37,0.33,0.34,0.25,0.3,0.3,0.27,0.26,0.26,0.23,0.21,0.24,0.22,0.17
2012/04/05,松山,NO,1.5,1.1,0.5,0.5,0.8,0.7,1.1,3.2,3.5,3.9,4.9,7.1,11,6.8,11,9.2,7.6,3.4,3.8,3.4,2.4,3.8,3.7,2
2012/04/05,松山,NO2,28,26,13,7.8,10,10,19,32,36,40,43,45,48,44,47,45,45,38,41,38,34,43,38,31
2012/04/05,松山,NOx,30,27,13,8.3,11,11,20,35,40,44,48,52,59,50,58,54,53,41,44,41,36,47,42,33
2012/04/05,松山,O3,20,19,58,64,61,60,47,33,29,26,19,14,10,16,12,15,15,29,24,24,28,16,19,23
2012/04/05,松山,PM10,59,59,64,71,74,63,65,60,80,83,90,79,71,61,45,33,27,30,30,33,38,40,31,25
2012/04/05,松山,PM2.5,41,39,41,42,41,44,47,51,50,56,51,53,45,44,35,28,24,17,25,22,24,22,26,28
2012/04/05,松山,RAINFALL,NR,NR,0.8,0.4,0.4,NR,NR,NR,NR,NR,0.2,0.4,0.6,2,3.2,2.4,0.4,1.4,1.2,3,0.4,NR,NR,NR
2012/04/05,松山,RH,69,70,80,82,83,84,83,83,85,88,88,88,90,89,90,90,90,88,88,88,88,88,87,87
2012/04/05,松山,SO2,1.9,1,1.3,0.8,0.9,0.5,0.8,1,1.1,0.7,0.8,1,1.6,0.9,0.6,0.6,0.7,0.4,1.9,1.5,0.5,1.6,2.4,2.4
2012/04/05,松山,THC,2.4,2.4,2,2,2,2.1,2.2,2.3,2.4,2.3,2.4,2.4,2.4,2.2,2.3,2.3,2.2,2.1,2.2,2.1,2.1,2.2,2.2,2.1
2012/04/05,松山,WD_HR,252,243,273,269,232,279,239,165,81,88,76,70,85,92,92,92,94,78,76,92,95,89,81,78
2012/04/05,松山,WIND_DIREC,258,271,279,261,220,284,237,69,90,109,86,78,45,69,73,98,91,85,77,92,90,77,97,94
2012/04/05,松山,WIND_SPEED,1.1,1.2,2.4,1.6,0.7,1.2,0.7,0.9,0.9,0.5,0.7,1.1,0.7,0.9,0.7,1.5,1.5,1.3,1.7,1.4,1.3,1.2,1.7,1.4
2012/04/05,松山,WS_HR,1.1,0.9,1.5,1.4,0.8,1.1,0.6,0.2,0.7,0.4,0.5,0.8,0.7,0.7,0.6,1.1,1.3,1.5,1.8,1.7,1.6,1.4,1.5,1.3
2012/04/06,松山,AMB_TEMP,19,19,19,19,,19,19,19,19,20,19,19,18,18,18,17,17,17,18,18,18,19,19,19
2012/04/06,松山,CH4,2,2,1.9,1.9,,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.9,1.9,2
2012/04/06,松山,CO,0.48,0.43,0.37,0.32,,0.32,0.38,0.58,0.54,0.56,0.52,0.6,0.5,0.45,0.6,0.65,0.7,0.94,1.09,0.87,0.62,0.61,0.74,0.7
2012/04/06,松山,NMHC,0.14,0.16,0.1,0.08,,0.1,0.12,0.17,0.16,0.2,0.19,0.28,0.18,0.15,0.29,0.27,0.29,0.36,0.38,0.27,0.18,0.16,0.22,0.22
2012/04/06,松山,NO,1.2,0.9,0.8,1,,1.2,1.8,3,3,5.3,4.2,8.8,3.9,3,4.5,5.1,3.8,7.2,6.3,3.7,2,1.5,1.8,1.6
2012/04/06,松山,NO2,24,19,16,10,,11,25,35,26,40,38,54,35,33,45,52,48,59,59,46,28,26,37,37
2012/04/06,松山,NOx,26,20,17,11,,13,27,38,29,45,42,62,39,36,49,57,51,66,65,50,30,28,39,39
2012/04/06,松山,O3,29,33,40,47,,33,37,32,38,35,40,25,45,48,35,27,32,20,25,35,53,54,41,37
2012/04/06,松山,PM10,20,21,22,33,,39,36,43,47,57,63,79,78,68,66,73,91,93,102,104,97,82,72,75
2012/04/06,松山,PM2.5,28,23,26,23,,20,27,27,30,32,30,38,41,38,38,39,50,56,59,58,53,44,44,43
2012/04/06,松山,RAINFALL,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,0.2,NR,NR,0.2,0.8,0.2,NR,NR,NR,NR,NR,NR,NR
2012/04/06,松山,RH,87,86,85,82,,72,65,60,63,59,61,75,75,70,72,82,85,85,78,74,71,67,65,63
2012/04/06,松山,SO2,2.5,4.9,4.8,2.8,,1.5,3.4,2.1,1.6,3.1,3.3,3.8,2.6,3.6,2.9,2.4,2.2,2.2,2.4,3.1,2.7,2.2,2.9,3.5
2012/04/06,松山,THC,2.1,2.1,2,2,,2,2,2.1,2,2.1,2.1,2.2,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.2,2.1,2.1,2.2,2.2
2012/04/06,松山,WD_HR,86,85,90,92,,87,85,99,99,90,93,79,68,77,82,80,91,90,93,87,88,86,77,77
2012/04/06,松山,WIND_DIREC,76,91,99,83,,76,95,119,99,93,79,77,68,86,86,78,93,81,94,91,82,77,76,70
2012/04/06,松山,WIND_SPEED,1.5,1.7,2.4,1.2,,2,2.2,1.6,1.8,2.9,1.6,2.7,2.4,1.5,2.1,1.8,2.6,1.3,1.9,2.2,1.5,1.6,1.4,1.2
2012/04/06,松山,WS_HR,1.3,1.7,1.8,1.5,,1.4,1.8,1.6,1.6,2.1,2,1.8,2.1,1.9,1.5,1.6,2.1,1.8,1.7,1.8,1.8,1.5,1.2,1.3
2012/04/07,松山,AMB_TEMP,19,19,20,20,19,19,19,19,20,22,22,23,23,23,23,22,22,22,22,21,21,21,21,21
2012/04/07,松山,CH4,2.1,2,2,2.1,2,1.9,1.8,1.9,1.8,1.9,1.8,1.9,1.8,1.9,1.8,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.8
2012/04/07,松山,CO,0.66,0.6,0.4,0.37,0.33,0.3,0.25,0.36,0.38,0.38,0.34,0.31,0.31,0.44,0.34,0.34,0.39,0.49,0.45,0.42,0.39,0.35,0.37,0.3
2012/04/07,松山,NMHC,0.21,0.21,0.12,0.12,0.11,0.09,0.05,0.09,0.15,0.27,0.21,0.15,0.11,0.17,0.32,0.23,0.22,0.92,0.22,0.16,0.15,0.12,0.1,0.08
2012/04/07,松山,NO,1.9,1.6,1.1,1,1,1.2,1,1.6,2.6,3.2,2.6,2.9,2.8,2.9,2.6,2.3,2.7,2.1,1.9,1.8,1.7,1.6,1.5,1.1
2012/04/07,松山,NO2,35,30,17,14,13,9.6,6.8,15,18,16,12,15,13,16,13,18,19,20,23,22,21,17,15,9.6
2012/04/07,松山,NOx,37,32,18,15,14,11,7.9,17,20,19,15,18,16,19,16,20,22,22,25,23,23,18,16,11
2012/04/07,松山,O3,33,36,55,57,56,63,68,57,53,52,54,49,50,47,51,45,43,42,42,40,41,43,48,55
2012/04/07,松山,PM10,79,76,72,71,65,58,44,40,34,38,34,32,30,40,40,45,45,53,49,42,31,23,26,41
2012/04/07,松山,PM2.5,46,42,39,40,34,33,25,25,22,20,20,15,18,16,23,21,21,17,17,17,17,16,17,19
2012/04/07,松山,RAINFALL,NR,NR,NR,NR,NR,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2012/04/07,松山,RH,65,65,60,61,64,68,60,56,53,57,54,52,52,54,54,54,56,56,58,67,67,67,67,63
2012/04/07,松山,SO2,6.2,6.8,5.3,4.1,3.5,2.5,1.8,1.7,1.7,2,1.5,1.3,1.4,1.6,1.6,1.6,1.4,3.3,2,2.2,2.1,2.1,1.5,1
2012/04/07,松山,THC,2.3,2.2,2.1,2.2,2.1,2,1.9,2,2,2.1,2,2,2,2,2.1,2.1,2.1,2.8,2.1,2.1,2.1,2,2,1.9
2012/04/07,松山,WD_HR,83,90,78,75,89,92,97,87,112,99,99,79,82,87,100,92,89,100,79,73,77,71,86,96
2012/04/07,松山,WIND_DIREC,82,96,91,95,92,106,84,82,92,111,91,75,77,96,102,91,97,101,76,84,87,71,98,89
2012/04/07,松山,WIND_SPEED,1,1.4,1.1,1.9,1.5,2,1.9,1.8,2.1,2,2.3,3.2,2.7,1.8,1.8,2.1,1.8,1.4,2,1.9,1.8,2.5,2.2,1.4
2012/04/07,松山,WS_HR,1.2,1.1,1.2,1.1,1.1,1,1.4,1.6,1.4,1.7,2.3,2.4,2.3,1.9,1.8,1.8,1.7,1.1,1.9,2,1.6,2.2,1.9,1.4
2012/04/08,松山,AMB_TEMP,21,21,21,21,22,21,22,22,23,24,24,24,24,23,22,22,22,22,21,22,22,22,22,22
2012/04/08,松山,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2012/04/08,松山,CO,0.26,0.2,0.2,0.19,0.21,0.22,0.29,0.34,0.32,0.45,0.41,0.37,0.3,0.4,0.37,0.52,0.38,0.38,0.36,0.33,0.33,0.34,0.32,0.3
2012/04/08,松山,NMHC,0.07,0.04,0.03,0.02,0.03,0.03,0.1,0.04,0.22,0.35,0.72,0.62,0.3,0.89,0.25,0.43,0.32,0.12,0.06,0.05,0.05,0.05,0.04,0.04
2012/04/08,松山,NO,1.2,1.1,1,0.2,0.1,0.5,0.4,0.3,0.8,1.2,1.8,1.6,1.1,0.9,0.7,1.1,0.8,0.7,0.7,0.7,0.5,0.5,0.6,0.3
2012/04/08,松山,NO2,7.8,4,3.5,2.8,2.8,3.2,5.8,5.2,7.2,9.6,12,9.3,7.8,9.3,8.5,10,9.9,11,9.6,7.5,7.8,7.3,6.1,4.7
2012/04/08,松山,NOx,9,5.1,4.5,3,2.9,3.6,6.2,5.5,8,11,13,11,9,10,9.3,12,11,12,10,8.1,8.3,7.8,6.8,5
2012/04/08,松山,O3,59,65,67,68,69,67,68,76,74,70,66,68,66,67,66,64,62,61,62,65,62,63,63,60
2012/04/08,松山,PM10,54,55,47,43,43,45,46,49,49,57,62,66,62,63,63,63,57,57,56,50,47,47,46,40
2012/04/08,松山,PM2.5,17,18,17,16,22,22,30,25,28,30,34,36,35,34,30,31,29,37,30,34,29,29,29,26
2012/04/08,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2012/04/08,松山,RH,61,61,62,63,64,65,62,60,57,55,55,57,59,62,65,68,67,69,75,72,70,69,69,69
2012/04/08,松山,SO2,1.2,1.1,0.9,0.9,0.9,0.9,1.2,1.7,2.3,2.5,2.6,2.4,1.8,2.9,1.4,1.6,1.5,1,0.8,0.8,0.8,0.7,0.7,0.7
2012/04/08,松山,THC,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,2,2.2,2.5,2.5,2.1,2.7,2.1,2.3,2.1,2,1.9,1.9,1.9,1.9,1.9,1.9
2012/04/08,松山,WD_HR,91,96,96,94,94,92,103,103,104,101,115,106,106,99,100,102,97,96,98,98,93,104,97,95
2012/04/08,松山,WIND_DIREC,85,92,100,98,91,95,97,100,98,101,121,102,101,105,94,100,88,94,96,97,97,103,89,92
2012/04/08,松山,WIND_SPEED,3.4,2.5,3.1,3,2.4,1.5,2.7,3.3,2.9,1.8,1.8,2.5,2.3,1.9,2.1,2.3,1.6,2.7,1.9,3,1.6,2.8,3,2
2012/04/08,松山,WS_HR,1.9,2.4,2.3,2.5,2.4,1.9,1.2,3.1,2.6,1.6,1.3,2,2.2,1.6,2,1.5,1.3,1.6,1.7,2.5,2.2,2,2.5,2.6
2012/04/09,松山,AMB_TEMP,22,22,22,21,21,21,21,21,22,23,23,23,22,22,22,22,22,22,21,21,21,21,21,21
2012/04/09,松山,CH4,1.9,1.9,2.3,2.3,2.5,2.4,2.5,2.1,2.1,2.1,2,2.1,2.1,2#,2.1,2,2.1,1.9,2,2,2.1,2.1,2,2.1
2012/04/09,松山,CO,0.3,0.29,0.47,0.47,0.55,0.48,0.66,1.11,1.58,1.58,0.7,0.68,0.56,.44#,0.55,0.57,0.72,0.98,1.27,1.12,0.7,0.65,0.67,0.61
2012/04/09,松山,NMHC,0.04,0.05,0.56,1.1,0.76,0.28,0.34,0.43,0.61,0.79,0.39,0.53,0.32,.22#,0.27,0.29,0.42,0.46,0.54,0.42,0.33,0.25,0.19,0.23
2012/04/09,松山,NO,0.4,0.3,0.6,0.8,0.9,1,13,42,72,76,15,16,13,5#,12,11,19,29,35,28,17,9.9,8,4.7
2012/04/09,松山,NO2,4.9,4.6,13,16,18,19,31,35,42,49,39,38,34,24#,34,36,44,46,49,45,41,36,35,34
2012/04/09,松山,NOx,5.3,4.9,13,17,19,20,45,77,114,125,54,54,46,29#,45,48,63,75,84,73,58,46,43,38
2012/04/09,松山,O3,57,56,35,25,18,18,5.3,3.9,4.7,4.8,12,14,16,20,17#,14,6.6,3.3,3.1,2.9,4.8,6,7.1,9
2012/04/09,松山,PM10,31,29,26,25,27,31,37,45,53,65,59,51,37,,,29,28,35,49,59,50,39,28,27
2012/04/09,松山,PM2.5,29,24,25,27,28,27,26,29,31,29,32,30,27,,,49*,46*,54*,29,34,30,27,18,13
2012/04/09,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.4,1,0.6,0.2,NR,0.4,0.4,0.8,1.4,4.4,6.4,9.8,8.4,NR
2012/04/09,松山,RH,69,70,73,75,77,79,80,80,77,73,73,79,84,84,84,82,83,87,89,90,91,91,92,92
2012/04/09,松山,SO2,0.8,1.3,2.1,4,2.8,1.6,1.9,2.7,3.8,5.9,3,2.5,2.5,1.9#,3.7#,4.1,5.1,5.9,5.8,2.5,2.4,1.9,1.5,1.8
2012/04/09,松山,THC,1.9,1.9,2.8,3.4,3.3,2.7,2.8,2.6,2.7,2.9,2.4,2.6,2.4,2.2#,2.3,2.3,2.5,2.4,2.5,2.4,2.4,2.3,2.2,2.4
2012/04/09,松山,WD_HR,93,85,79,166,119,90,92,102,95,68,63,58,58,72,54,64,70,95,87,82,70,74,65,72
2012/04/09,松山,WIND_DIREC,100,358,152,110,110,264,112,98,77,64,62,66,49,70,45,51,90,107,78,69,68,75,68,77
2012/04/09,松山,WIND_SPEED,1.2,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.9,0.9,0.7,1,1.6,1.1,1.7,1,1.1,0.7,1,0.8,1.3,0.8,1.3,1.4
2012/04/09,松山,WS_HR,1.4,0.5,0.3,0.2,0.3,0.4,0.6,0.5,0.7,0.7,0.7,0.9,1.2,1.2,1.3,1,0.8,0.8,0.8,1.1,1.2,0.7,0.9,1
2012/04/10,松山,AMB_TEMP,22,22,22,22,21,22,22,22,24,25,27,28,28,28,28,29,28,27,26,25,26,26,25,25
2012/04/10,松山,CH4,1.9,1.9,2,2.1,2.6,2.9,3,2.4,2.2,2.4,2.1,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2.1,2.2,2.1
2012/04/10,松山,CO,0.32,0.26,0.28,0.32,0.6,0.81,1.16,1.26,1.52,2.09,1.16,0.67,0.5,0.48,0.47,0.52,0.61,0.71,0.94,1.12,1.06,1.16,1.73,1.3
2012/04/10,松山,NMHC,0.09,0.07,0.12,0.12,0.89,0.81,1,0.78,0.7,1.03,0.52,0.34,0.19,0.15,0.16,0.19,0.26,0.27,0.36,0.45,0.43,0.47,0.82,0.86
2012/04/10,松山,NO,1.3,1.1,1.1,1.2,2.3,15,49,49,44,47,12,6.3,6.4,6.2,5.3,3.4,8.4,7.9,12,15,16,22,59,27
2012/04/10,松山,NO2,11,5.4,6,11,23,27,30,30,41,59,43,26,22,27,24,27,46,51,56,53,45,41,41,35
2012/04/10,松山,NOx,12,6.5,7.1,13,25,41,79,78,85,106,56,33,29,33,29,30,54,59,68,68,61,63,100,62
2012/04/10,松山,O3,32,38,34,26,7,3.6,3.5,4.5,7.8,16,42,48,36,41,57,66,28,17,6.4,4,3.6,2.5,2.6,2.9
2012/04/10,松山,PM10,24,17,16,15,17,16,19,17,24,38,50,53,44,48,42,55,56,61,55,52,55,51,47,44
2012/04/10,松山,PM2.5,12,13,11,12,15,23,20,22,23,32,31,28,21,25,25,31,31,36,29,26,24,29,31,28
2012/04/10,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2012/04/10,松山,RH,88,82,81,81,85,87,87,82,76,73,63,56,63,65,63,59,64,67,71,73,73,73,76,78
2012/04/10,松山,SO2,1.3,0.6,0.7,0.6,1.9,2,2.9,3,2.9,3.8,2.6,1.9,5.5,14,9.9,8.8,27,30,25,9.7,5.9,3.4,3.2,3.3
2012/04/10,松山,THC,2,2,2.1,2.3,3.5,3.7,4,3.2,2.9,3.4,2.6,2.3,2.1,2.1,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,3,3
2012/04/10,松山,WD_HR,70,71,70,39,229,248,259,251,272,284,297,298,64,63,54,57,67,84,90,96,61,255,197,235
2012/04/10,松山,WIND_DIREC,79,59,265,34,238,21,287,271,283,280,101,285,62,67,56,43,63,103,92,83,71,243,229,234
2012/04/10,松山,WIND_SPEED,1.6,1,0.5,0.7,1.1,0.5,0.7,0.9,1,1.3,0.9,1.5,2,1.5,1.4,2.3,1.6,1.1,1.4,1,0.6,0.9,0.7,1
2012/04/10,松山,WS_HR,1.5,0.8,0.6,0.6,0.6,0.3,0.4,0.7,0.7,0.7,0.4,0.3,1,1.6,1,1.1,1.6,1.1,1,0.9,0.3,0.1,0.5,1.1
2012/04/11,松山,AMB_TEMP,24,24,24,24,24,24,24,25,27,28,29,30,30,29,28,28,28,27,25,25,24,24,24,23
2012/04/11,松山,CH4,2.2,2.3,2.5,2.5,2.5,2.3,2.4,2.4,2.2,2,2,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.9,2,1.9,1.9,1.9,1.9
2012/04/11,松山,CO,1.22,0.99,1,1,0.56,0.54,0.77,1.17,1.92,2.41,1.48,0.44,0.41,0.62,0.44,0.43,0.46,0.48,0.72,0.8,0.6,0.67,0.55,0.39
2012/04/11,松山,NMHC,0.77,0.63,0.59,0.63,0.59,0.41,0.45,0.61,1,0.76,0.79,0.32,0.23,2.64,0.51,0.22,0.3,0.24,0.35,0.32,0.23,0.26,0.17,0.07
2012/04/11,松山,NO,27,18,14,18,13,9.3,26,47,32,18,12,7.8,4.4,3.2,5.7,3.5,4.9,2.4,7.1,15,7.3,14,3.8,1.3
2012/04/11,松山,NO2,33,27,25,23,16,13,18,26,36,32,35,20,19,16,36,25,35,25,32,33,31,33,23,12
