年,週,mean_value
2008,1,0.7404166666666666
2008,2,1.5804347826086953
2008,3,0.7875
2008,4,0.8482608695652173
2008,5,0.7129166666666666
2008,6,1.05625
2008,7,0.6220833333333333
2008,8,1.7566666666666666
2008,9,1.03125
2008,10,0.8666666666666666
2008,11,0.8465217391304347
2008,12,1.1269565217391304
2008,13,0.9608333333333334
2008,14,1.7233333333333334
2008,15,1.0040909090909091
2008,16,0.8879166666666668
2008,17,0.7754166666666666
2008,18,1.0166666666666668
2008,19,1.4591666666666667
2008,20,0.5373913043478261
2008,21,0.9366666666666664
2008,22,1.103913043478261
2008,23,1.049583333333333
2008,24,0.8554166666666667
2008,25,0.6649999999999999
2008,26,0.6791666666666667
2008,27,0.7691666666666667
2008,28,0.8450000000000001
2008,29,0.8745833333333334
2008,30,0.7895833333333334
2008,31,0.8008333333333333
2008,32,0.57
2008,33,1.0575
2008,34,0.8129166666666666
2008,35,0.77375
2008,36,1.08875
2008,37,0.4958333333333334
2008,38,0.91875
2008,39,0.4086363636363636
2008,40,0.8300000000000001
2008,41,0.61375
2008,42,0.5217391304347826
2008,43,0.7708333333333334
2008,44,1.028695652173913
2008,45,0.7733333333333334
2008,46,0.7104166666666667
2008,47,0.8179166666666666
2008,48,0.6825000000000001
2008,49,0.8941666666666667
2008,50,0.7354166666666666
2008,51,1.025
2008,52,0.98
2009,1,0.7374999999999999
2009,2,0.7317391304347826
2009,3,1.0295833333333333
2009,4,0.9704166666666666
2009,5,0.6641666666666667
2009,6,1.0795833333333331
2009,7,1.3875
2009,8,1.1137500000000002
2009,9,1.0841666666666667
2009,10,0.6925
2009,11,1.4408333333333332
2009,12,1.1258333333333332
2009,13,0.9220833333333333
2009,14,1.075
2009,15,0.8954166666666667
2009,16,1.0633333333333337
2009,17,0.961304347826087
2009,18,0.4725
2009,19,0.5154166666666667
2009,20,0.7358333333333332
2009,21,0.8716666666666667
2009,22,0.6604347826086956
2009,23,0.75875
2009,24,0.735
2009,25,0.9291666666666668
2009,26,0.68375
2009,27,0.86
2009,28,0.5920833333333333
2009,29,0.5270833333333332
2009,30,0.6383333333333333
2009,31,0.8426086956521739
2009,32,0.67125
2009,33,0.8174999999999999
2009,34,0.5916666666666667
2009,35,0.625
2009,36,0.3854166666666667
2009,37,0.4470833333333333
2009,38,0.6237499999999999
2009,39,0.3629166666666667
2009,40,0.5856521739130435
2009,41,0.4258333333333333
2009,42,0.6521739130434783
2009,43,0.54125
2009,44,0.5645833333333333
2009,45,0.8091666666666667
2009,46,0.8574999999999999
2009,47,0.6220833333333333
2009,48,0.6579166666666666
2009,49,0.83625
2009,50,0.9108333333333332
2009,51,0.7029166666666667
2009,52,1.3343478260869563
2009,53,1.0875
2010,1,0.9579166666666667
2010,2,0.8073913043478261
2010,3,1.190416666666667
2010,4,1.315416666666667
2010,5,1.2458333333333331
2010,6,1.6108333333333331
2010,7,1.0616666666666663
2010,8,1.7087500000000002
2010,9,1.274166666666667
2010,10,1.48625
2010,11,1.2033333333333334
2010,12,0.9504545454545452
2010,13,0.8620833333333332
2010,14,1.4333333333333331
2010,15,0.985
2010,16,1.044166666666667
2010,17,1.4029166666666668
2010,18,1.1741666666666666
2010,19,0.97125
2010,20,0.8604545454545455
2010,21,0.6475
2010,22,0.4791304347826087
2010,23,1.075416666666667
2010,24,1.5766666666666669
2010,25,1.1783333333333337
2010,26,0.7787499999999999
2010,27,0.5720833333333334
2010,28,0.64875
2010,29,0.5954166666666666
2010,30,0.69625
2010,31,0.521304347826087
2010,32,0.7391666666666666
2010,33,0.8495833333333334
2010,34,0.3641666666666666
2010,35,1.1545833333333333
2010,36,0.58375
2010,37,0.6095833333333333
2010,38,0.5179166666666667
2010,39,0.6141666666666666
2010,40,0.5625
2010,41,0.6373913043478262
2010,42,0.61875
2010,43,0.8320833333333333
2010,44,0.5170833333333333
2010,45,0.6095833333333333
2010,46,0.6658333333333334
2010,47,0.6431818181818182
2010,48,0.8216666666666667
2010,49,1.0716666666666663
2010,50,1.194583333333333
2010,51,0.8870833333333333
2010,52,0.9854166666666668
2011,1,0.6616666666666666
2011,2,1.16375
2011,3,0.6483333333333333
2011,4,0.8145833333333332
2011,5,0.7641666666666667
2011,6,1.0758333333333334
2011,7,1.1125
2011,8,1.0333333333333334
2011,9,2.077916666666667
2011,10,0.9204166666666668
2011,11,1.3975000000000002
2011,12,0.8875000000000001
2011,13,0.5729166666666666
2011,14,0.8126086956521741
2011,15,1.0108333333333333
2011,16,0.7229166666666668
2011,17,1.005
2011,18,1.0975
2011,19,0.7020833333333334
2011,20,0.7865217391304348
2011,21,0.7504166666666666
2011,22,0.84
2011,23,0.5895833333333332
2011,24,0.714782608695652
2011,25,0.6549999999999999
2011,26,0.6179166666666666
2011,27,0.5970833333333333
2011,28,0.6437499999999999
2011,29,0.6883333333333334
2011,30,0.5995833333333334
2011,31,0.5641666666666666
2011,32,0.7566666666666667
2011,33,0.6033333333333334
2011,34,0.6062500000000001
2011,35,0.785
2011,36,0.77
2011,37,0.4483333333333333
2011,38,0.5345833333333333
2011,39,0.6545833333333334
2011,40,0.4966666666666666
2011,41,0.8000000000000002
2011,42,0.67625
2011,43,0.6558333333333334
2011,44,0.5241666666666667
2011,45,0.57125
2011,46,1.7965217391304344
2011,47,0.4704166666666666
2011,48,0.5695833333333332
2011,49,0.6537499999999999
2011,50,0.5675
2011,51,0.6641666666666667
2011,52,1.0279166666666668
2012,1,0.8125
2012,2,0.7287500000000001
2012,3,1.3125
2012,4,0.8504166666666668
2012,5,0.7470833333333333
2012,6,1.2320833333333334
2012,7,1.221304347826087
2012,8,1.4733333333333334
2012,9,1.2341666666666666
2012,10,1.257083333333333
2012,11,1.6170833333333334
2012,12,1.0737500000000002
2012,13,0.8233333333333333
2012,14,0.9966666666666668
2012,15,1.0820833333333335
2012,16,1.0095833333333333
2012,17,1.1704347826086958
2012,18,0.7479166666666667
2012,19,0.8033333333333333
2012,20,0.6854166666666667
2012,21,0.5466666666666666
2012,22,0.5758333333333333
2012,23,0.7404166666666666
2012,24,0.7745833333333333
2012,25,0.68
2012,26,0.6083333333333334
2012,27,0.5408695652173913
2012,28,0.5729166666666666
2012,29,0.7229166666666668
2012,30,0.32583333333333336
2012,31,0.6772727272727272
2012,32,0.6349999999999999
2012,33,0.511304347826087
2012,34,0.2841666666666667
2012,35,0.6529166666666666
2012,36,0.3375
2012,37,0.5566666666666666
2012,38,0.601304347826087
2012,39,0.6108695652173912
2012,40,0.525
2012,41,0.3995652173913044
2012,42,0.5617391304347826
2012,43,0.6773913043478261
2012,44,0.5118181818181818
2012,45,0.83
2012,46,0.6995454545454546
2012,47,1.0291666666666666
2012,48,1.4256521739130434
2012,49,0.6881818181818182
2012,50,1.3056521739130436
2012,51,1.0960869565217393
2012,52,0.6639130434782607
2013,1,0.9470833333333334
2013,2,0.5695652173913043
2013,3,0.7604166666666666
2013,4,1.0879166666666666
2013,5,1.14625
2013,6,1.2695833333333335
2013,7,0.9308333333333332
2013,8,1.165
2013,9,1.2016666666666669
2013,10,1.0083333333333335
2013,11,0.9383333333333336
2013,12,0.895
2013,13,0.7239130434782608
2013,14,0.9145833333333332
2013,15,1.049583333333333
2013,16,1.0025000000000002
2013,17,1.0854166666666667
2013,18,0.94125
2013,19,0.7012499999999999
2013,20,0.9958333333333332
2013,21,0.7845833333333333
2013,22,0.72125
2013,23,0.6224999999999999
2013,24,0.5679166666666666
2013,25,0.7695833333333333
2013,26,0.60875
2013,27,0.6179166666666666
2013,28,0.4795833333333333
2013,29,0.5282608695652175
2013,30,0.5025000000000001
2013,31,0.6142857142857143
2013,32,0.48
