年,週,mean_value
2008,1,24.52916666666667
2008,2,23.758333333333336
2008,3,19.5125
2008,4,17.0625
2008,5,21.75833333333333
2008,6,33.25833333333333
2008,7,27.008333333333336
2008,8,29.9375
2008,9,27.58750000000001
2008,10,30.9625
2008,11,29.966666666666665
2008,12,39.60416666666666
2008,13,32.665217391304346
2008,14,31.304166666666664
2008,15,36.3
2008,16,45.22083333333333
2008,17,48.32916666666667
2008,18,27.6375
2008,19,49.40833333333333
2008,20,62.74782608695652
2008,21,43.96666666666667
2008,22,34.9
2008,23,24.63636363636364
2008,24,22.704166666666666
2008,25,36.475
2008,26,37.266666666666666
2008,27,38.441666666666656
2008,28,26.399999999999995
2008,29,24.8625
2008,30,38.53333333333333
2008,31,26.90833333333333
2008,32,24.495833333333334
2008,33,36.876190476190466
2008,34,29.066666666666666
2008,35,26.15416666666667
2008,36,26.191666666666666
2008,37,25.30833333333333
2008,38,22.600000000000005
2008,39,24.754166666666666
2008,40,32.1625
2008,41,36.79166666666666
2008,42,26.7125
2008,43,35.770833333333336
2008,44,32.66363636363636
2008,45,25.22083333333333
2008,46,31.03043478260869
2008,47,28.991666666666664
2008,48,43.75833333333333
2008,49,23.27083333333333
2008,50,29.925
2008,51,23.29166666666667
2008,52,19.678947368421053
2009,1,27.9125
2009,2,28.77391304347826
2009,3,28.94583333333333
2009,4,22.508333333333336
2009,5,26.820833333333336
2009,6,27.10833333333333
2009,7,28.925
2009,8,29.15
2009,9,31.712499999999995
2009,10,27.662500000000005
2009,11,37.62083333333333
2009,12,25.383333333333336
2009,13,45.03478260869565
2009,14,43.65833333333333
2009,15,41.79166666666666
2009,16,41.9625
2009,17,49.89583333333334
2009,18,50.5375
2009,19,52.48333333333333
2009,20,55.86666666666667
2009,21,44.45
2009,22,59.88695652173914
2009,23,56.85652173913044
2009,24,57.22608695652174
2009,25,29.51304347826087
2009,26,28.96521739130435
2009,27,26.821739130434786
2009,28,36.79565217391305
2009,29,21.034782608695647
2009,30,29.018181818181816
2009,31,31.84090909090909
2009,32,25.65217391304348
2009,33,27.622727272727275
2009,34,39.22727272727273
2009,35,47.90909090909091
2009,36,18.5
2009,37,28.90869565217392
2009,38,29.13478260869565
2009,39,24.02173913043478
2009,40,37.50434782608696
2009,41,44.02608695652174
2009,42,42.93478260869565
2009,43,37.13913043478261
2009,44,32.52608695652174
2009,45,43.80869565217391
2009,46,25.704347826086952
2009,47,22.00434782608696
2009,48,32.481818181818184
2009,49,30.00869565217392
2009,50,24.578260869565216
2009,51,21.030434782608694
2009,52,19.895652173913046
2009,53,25.330434782608695
2010,1,19.725
2010,2,31.625
2010,3,23.95416666666667
2010,4,28.879166666666666
2010,5,27.03913043478261
2010,6,26.33333333333333
2010,7,33.520833333333336
2010,8,33.729166666666664
2010,9,31.495833333333334
2010,10,37.22083333333333
2010,11,28.460869565217394
2010,12,42.74166666666667
2010,13,40.20833333333333
2010,14,39.25
2010,15,37.09583333333333
2010,16,48.96666666666666
2010,17,45.96250000000001
2010,18,37.78333333333333
2010,19,41.169565217391295
2010,20,39.930434782608685
2010,21,47.84166666666668
2010,22,34.1
2010,23,34.57916666666666
2010,24,21.125
2010,25,23.79583333333333
2010,26,25.579166666666666
2010,27,32.85
2010,28,22.36666666666667
2010,29,26.212499999999995
2010,30,38.9
2010,31,29.995833333333334
2010,32,27.087499999999995
2010,33,16.983333333333334
2010,34,20.166666666666668
2010,35,33.141666666666666
2010,36,25.77916666666667
2010,37,35.77916666666667
2010,38,29.83333333333333
2010,39,33.145833333333336
2010,40,52.02916666666667
2010,41,36.38333333333333
2010,42,37.60416666666666
2010,43,33.85
2010,44,40.833333333333336
2010,45,50.2125
2010,46,29.35416666666667
