日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2013/01/01,松山,WD_HR,92,92,90,94,89,93,88,88,77,77,78,86,83,75,76,72,77,80,93,88,79,82,92,86
2013/01/01,松山,WIND_DIREC,91,83,91,89,80,90,82,86,79,80,81,97,87,77,68,75,83,77,95,80,69,73,85,87
2013/01/01,松山,WIND_SPEED,1.8,1,1.3,1,1.1,1.1,0.7,1.4,1.3,1.1,1.2,1.2,1.3,1.5,1.1,1.3,1.5,1.2,1.4,0.8,1.1,0.8,1.1,1.9
2013/01/01,松山,WS_HR,1.2,1.1,1.3,1,1.3,1,0.9,1.1,1.4,1.2,1.1,1,1.2,1.3,1.2,1.1,1.2,1.2,1.4,1.1,1,0.9,1.2,1.6
2013/01/02,松山,AMB_TEMP,14,14,14,15,15,15,15,16,16,17,18,19,19,19,19,19,19,19,18,18,18,18,17,17
2013/01/02,松山,CH4,1.9,1.9,2,2,2,2,2.3,2.7,2.5,2.4,2.2,2.3,2.1,2,2,1.9,1.9,2,1.9,1.9,1.9,1.8,1.8,1.8
2013/01/02,松山,CO,0.36,0.31,0.31,0.28,0.29,0.33,0.7,1.81,2.83,2.26,1.71,2.2,1.57,0.81,0.98,0.68,0.92,1.15,1.01,0.85,0.52,0.32,0.28,0.25
2013/01/02,松山,NMHC,0.11,0.08,0.1,0.09,0.09,0.11,0.25,0.68,1.04,0.75,0.56,0.8,0.61,0.3,0.43,0.25,0.38,0.49,0.39,0.3,0.17,0.07,0.05,0.04
2013/01/02,松山,NO,2.1,1.5,1,1,0.9,0.9,30,117,137,137,72,41,30,22,24,14,20,26,21,17,6.5,2.2,1.5,1.4
2013/01/02,松山,NO2,18,13,13,10,9.1,11,27,35,41,49,53,88,66,38,46,36,44,45,39,35,26,13,9.7,7.7
2013/01/02,松山,NOx,20,15,14,11,10,11,58,152,178,186,125,129,96,60,71,50,64,71,60,52,32,15,11,9.1
2013/01/02,松山,O3,15,20,21,23,25,22,4.7,2.9,3.5,3.2,8.3,9.3,6.7,9,9.8,14,8.2,2.8,3.3,4.6,17,32,37,41
2013/01/02,松山,PM10,13,6,7,9,12,18,26,29,31,27,27,42,46,51,48,42,40,35,35,31,23,20,19,17
2013/01/02,松山,PM2.5,10,6,5,2,7,14,23,23,19,21,18,26,25,29,26,24,27,26,26,25,18,11,8,9
2013/01/02,松山,RAINFALL,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.2,NR,NR
2013/01/02,松山,RH,92,92,91,90,90,90,90,89,88,85,79,73,75,76,73,72,77,80,81,85,85,83,82,81
2013/01/02,松山,SO2,1.3,1.4,1.5,1.7,1.6,1.4,1.9,3.6,4.4,4.1,3,3.7,4.4,5.4,6.1,4.1,2.6,2.5,2.1,1.8,1.4,1.1,1.1,1.1
2013/01/02,松山,THC,2,2,2.1,2,2,2.1,2.5,3.4,3.5,3.2,2.8,3.1,2.7,2.3,2.4,2.1,2.3,2.5,2.3,2.2,2,1.9,1.8,1.9
2013/01/02,松山,WD_HR,91,91,89,93,96,86,303,240,61,253,299,281,284,281,277,277,260,97,100,89,72,64,60,67
2013/01/02,松山,WIND_DIREC,89,81,87,92,110,91,276,171,139,279,280,277,275,290,277,286,236,96,118,91,61,60,66,80
2013/01/02,松山,WIND_SPEED,1,0.9,1,0.9,0.8,0.8,0.6,0.5,0.5,0.8,1.4,1.2,1.4,0.9,1.3,0.9,1,0.7,0.8,0.9,2,2.8,2.2,2.5
2013/01/02,松山,WS_HR,1.7,1,1.1,1.1,0.6,0.7,0.3,0.3,0.3,0.2,0.3,0.6,0.7,1.2,0.4,1.1,1,0.3,0.6,0.7,1.2,2.2,2.2,2.1
2013/01/03,松山,AMB_TEMP,17,16,16,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13
2013/01/03,松山,CH4,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8
2013/01/03,松山,CO,0.22,0.21,0.25,0.26,0.29,0.29,0.32,0.43,0.51,0.45,0.41,0.39,0.42,0.39,0.39,0.38,0.37,0.45,0.45,0.42,0.39,0.34,0.39,0.34
2013/01/03,松山,NMHC,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.08,0.13,0.13,0.1,0.1,0.08,0.07,0.09,0.1,0.11,0.13,0.12,0.1,0.1,0.08,0.09,0.08
2013/01/03,松山,NO,1,0.9,1,0.8,0.8,1.1,1.9,3.7,5.6,7.5,6,4.5,5,4,4.7,4.6,3.9,4.6,4.2,3.8,3.5,3,2.4,1.9
2013/01/03,松山,NO2,5.4,4.6,5.2,5,4.5,5.3,13,18,24,24,19,16,16,15,17,19,18,21,19,20,21,17,19,15
2013/01/03,松山,NOx,6.4,5.5,6.1,5.8,5.3,6.3,15,21,29,32,25,21,21,19,22,24,22,25,23,23,24,20,22,17
2013/01/03,松山,O3,44,48,49,48,44,41,33,27,20,20,25,26,27,27,25,23,24,21,23,23,22,27,24,27
2013/01/03,松山,PM10,14,15,12,13,13,12,19,16,13,12,14,20,21,26,27,25,22,20,16,17,18,22,23,22
2013/01/03,松山,PM2.5,9,7,3,5,5,10,8,14,13,20,11,13,7,10,11,10,17,11,16,8,12,15,18,16
2013/01/03,松山,RAINFALL,NR,NR,1.2,1.4,0.6,1.4,0.4,1,0.2,1.2,1.2,1.2,1,0.8,0.6,1,0.4,0.8,0.4,0.6,0.2,0.2,0.4,0.6
2013/01/03,松山,RH,81,82,83,84,84,85,84,85,83,84,84,84,83,82,83,84,84,83,83,83,84,84,86,88
2013/01/03,松山,SO2,0.9,0.7,0.8,0.7,0.9,0.7,0.9,0.9,3.1,1.5,1,1.1,1,0.9,1,1.1,0.9,1.1,1,0.7,0.9,0.8,1.9,1.8
2013/01/03,松山,THC,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,1.9,1.9,1.9,1.9,1.9
2013/01/03,松山,WD_HR,63,61,66,64,67,67,71,69,76,73,71,68,69,70,70,73,70,71,71,73,75,74,86,94
2013/01/03,松山,WIND_DIREC,71,60,72,61,68,60,78,66,85,73,78,71,58,72,65,67,71,72,74,77,71,68,88,96
2013/01/03,松山,WIND_SPEED,1.9,2.9,3.1,2.7,2.6,3,2.2,3.3,2.3,2.8,2.6,2.6,3.7,2.8,2.3,3,3.2,3.3,2.1,2.7,2.5,2.5,1.6,1.6
2013/01/03,松山,WS_HR,2,2.2,2.4,2.4,2.4,2.3,2.4,2.7,2.2,2.2,2.5,2.5,2.4,2.6,2.5,2.4,2.7,2.3,2.2,2.2,1.9,2.1,1.5,1.3
2013/01/04,松山,AMB_TEMP,13,13,13,13,13,13,13,14,14,15,16,16,16,16,16,16,16,16,15,15,15,16,16,16
2013/01/04,松山,CH4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8#,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9
2013/01/04,松山,CO,0.29,0.24,0.22,.22#,.2#,0.2,0.24,0.46,0.58,0.49,0.4,0.33,.32#,0.34,0.34,0.39,0.45,0.5,0.59,0.48,0.45,0.5,0.57,0.55
2013/01/04,松山,NMHC,0.06,0.05,0.04,0.04,0.04,0.04,0.05,0.12,0.18,0.18,0.18,.12#,0.09,0.12,0.14,0.17,0.21,0.21,0.19,0.15,0.13,0.14,0.17,0.17
2013/01/04,松山,NO,1.4,1.1,0.9,0.9,0.9,1.1,1.8,6.6,13,14,12,7.7,6.9#,7.5,6.8,7.3,11,9,7.8,6.3,5.4,6.8,7.1,5.9
2013/01/04,松山,NO2,9.3,7.1,5.5,6,4.7,5.5,14,26,29,28,25,20,19#,19,21,26,30,29,29,25,25,27,29,29
2013/01/04,松山,NOx,11,8.2,6.4,6.8,5.6,6.6,16,33,42,42,37,28,25#,27,28,33,41,38,37,32,30,34,36,35
2013/01/04,松山,O3,33,35,36,37,38,37,29,17,15,16,18,20,23,22,21,17,11,12,12,15,15,12,9.6,9.3
2013/01/04,松山,PM10,19,13,8,5,4,8,12,12,11,11,15,,11,9,10,14,13,11,8,6,3,3,7,9
2013/01/04,松山,PM2.5,8,9,10,15,9,12,7,7,8,10,10,,4,2,0,8,8,13,11,18,14,9,7,7
2013/01/04,松山,RAINFALL,1,1.4,0.6,0.8,0.8,0.4,0.4,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.4,NR,NR,NR,NR,0.2,NR
2013/01/04,松山,RH,89,89,89,89,89,89,89,89,89,88,87,85,86,86,86,86,88,88,88,88,88,89,90,91
2013/01/04,松山,SO2,1.2,1.9,2.6,1.9,0.7,1.2,2,1.2,1.1,1.3,1,1,1.1#,1.2,1.5,1.1,1.2,1,1,0.9,0.7,1.3,1.1,1.4
2013/01/04,松山,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,2,2#,1.9,1.9,2,2,2,2,2,2,2,2,2,2.1
2013/01/04,松山,WD_HR,94,79,76,84,84,80,91,82,75,76,74,74,73,71,71,71,76,74,79,74,81,79,84,88
2013/01/04,松山,WIND_DIREC,85,74,68,82,98,75,84,84,75,78,73,75,71,68,75,82,72,79,76,70,86,76,77,84
2013/01/04,松山,WIND_SPEED,1.2,1.4,1.1,1.1,1,1.7,2.1,2.1,2.2,2.4,2.6,3.2,3,2.2,2.3,1.9,1.9,2.4,2.2,2.7,1.5,1.4,1.2,1
2013/01/04,松山,WS_HR,1.2,1.4,1.3,1.1,1.2,1.6,1.8,1.7,1.9,2.2,2,2.9,2.8,2.4,2.3,2.1,1.9,2.2,1.8,2.1,1.8,1.4,1.1,1
2013/01/05,松山,AMB_TEMP,16,16,16,16,16,16,16,16,16,16,16,17,18,18,17,17,17,16,16,16,16,16,16,16
2013/01/05,松山,CH4,1.9,1.9,2,2.2,2.2,2.1,2,2,1.9,1.9,2.3,2.4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,3.7,1.8,1.8,1.9
2013/01/05,松山,CO,0.44,0.36,0.37,0.52,0.53,0.54,0.45,0.63,0.73,0.78,0.4,0.3,0.31,0.3,0.29,0.33,0.37,0.47,0.5,0.44,0.35,0.39,0.42,0.36
2013/01/05,松山,NMHC,0.13,0.1,0.12,0.23,0.23,0.25,0.18,0.23,0.27,0.28,0.21,0.2,0.09,0.08,0.08,0.12,0.13,0.17,0.17,0.13,0.33,0.1,0.11,0.1
2013/01/05,松山,NO,2.7,1.3,1.2,6.5,2.6,2.4,3.4,4.6,13,23,9.1,5.9,5.8,4.9,3.8,3.9,4.5,4.9,4.6,4.1,3.1,3.4,3.1,2.3
2013/01/05,松山,NO2,22,14,14,26,23,23,19,25,31,35,19,15,13,13,13,18,22,25,27,25,20,21,21,16
2013/01/05,松山,NOx,24,15,16,33,25,25,22,30,44,58,28,21,19,18,17,22,27,30,31,29,23,24,24,19
2013/01/05,松山,O3,15,23,20,8.7,9.2,8,15,11,7.3,7.2,23,28,31,31,30,25,21,18,16,17,22,22,21,25
2013/01/05,松山,PM10,11,9,6,1,3,3,4,6,10,19,15,11,3,8,10,14,16,18,18,19,17,13,15,15
2013/01/05,松山,PM2.5,9,8,9,8,4,5,8,16,19,17,12,4,7,4,10,11,13,11,11,11,11,8,7,3
2013/01/05,松山,RAINFALL,0.2,0.2,NR,0.2,0.8,2.2,0.2,0.2,0.6,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.2,NR,0.2,NR,0.2
2013/01/05,松山,RH,91,92,92,92,92,93,93,92,92,92,89,84,82,81,81,83,85,86,88,89,90,90,90,90
2013/01/05,松山,SO2,1.5,1.8,1.8,1.9,1.6,1.7,1.5,1.7,1.9,2,1.6,1.6,1.5,1.6,1.5,1.5,1.9,2,2.6,2.4,2.1,2.3,2.6,2.1
2013/01/05,松山,THC,2,2,2.1,2.4,2.4,2.4,2.2,2.2,2.2,2.2,2.5,2.6,1.9,1.9,1.9,1.9,2,2,2,2,4,1.9,2,1.9
2013/01/05,松山,WD_HR,93,87,48,288,257,213,232,229,204,221,68,74,70,69,60,66,80,79,92,84,85,88,83,90
2013/01/05,松山,WIND_DIREC,93,56,193,294,245,184,230,226,167,112,60,77,78,66,69,67,71,83,83,91,93,86,79,90
2013/01/05,松山,WIND_SPEED,1,0.5,0.5,1,1.4,1,1.1,0.8,0.8,0.9,2.4,2,1.8,3.1,1.9,2.1,2.2,1.6,1.6,2.1,2.2,1.5,1.8,1.3
2013/01/05,松山,WS_HR,1.1,0.6,0.2,0.5,0.7,0.6,1,1,0.8,0.5,1.4,1.9,1.9,2.3,2,1.9,1.6,1.4,1.4,1.5,1.6,1.6,1.5,1.4
2013/01/06,松山,AMB_TEMP,16,16,17,17,17,17,17,17,18,18,19,19,19,19,19,19,18,18,17,17,17,17,17,17
2013/01/06,松山,CH4,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.9,1.9
2013/01/06,松山,CO,0.31,0.25,0.23,0.22,.22#,0.23,0.3,0.41,0.47,0.44,0.39,0.33,0.32,0.31,0.33,0.33,0.35,0.43,0.48,0.43,0.44,0.43,0.43,0.33
2013/01/06,松山,NMHC,0.08,0.06,0.05,0.06,0.06,0.06,0.09,0.11,0.12,0.11,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.11,0.12,0.12,0.12,0.1,0.1,0.08
2013/01/06,松山,NO,1.6,1.1,1.3,1.6,1.3,1.1,1.7,3.7,8.3,11,9.2,6.7,6,5.3,4.4,4.4,3.8,3.5,3.8,3.6,4.2,3.1,3.2,1.7
2013/01/06,松山,NO2,13,10,7.6,6.9,5.8,6.5,16,19,25,24,21,16,16,13,15,15,16,21,24,23,25,22,21,14
2013/01/06,松山,NOx,15,11,8.9,8.5,7,7.6,18,23,33,35,30,23,22,18,20,19,20,25,28,27,29,25,24,16
2013/01/06,松山,O3,28,32,34,34,34,32,23,21,16,18,21,26,27,29,26,27,27,20,16,17,15,19,19,27
2013/01/06,松山,PM10,16,11,13,17,13,8,14,17,26,23,24,22,17,18,14,14,8,5,14,20,22,12,6,3
2013/01/06,松山,PM2.5,5,7,13,11,9,6,5,8,7,10,10,12,11,9,6,8,13,11,8,5,7,8,6,5
2013/01/06,松山,RAINFALL,NR,NR,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.2,NR,NR,NR
2013/01/06,松山,RH,91,91,91,91,91,91,91,91,90,89,86,84,84,82,82,83,84,86,89,90,90,90,91,91
2013/01/06,松山,SO2,2.1#,2.2#,2.5,2.4,2.4,2.2,2.5,2.9,3.1,2.7,3.1,3.8,4.6,2.1,1.9,1.4,1.4,1.6,2.5,2.9,3,2.4,2.9,1.4
2013/01/06,松山,THC,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,2,2,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,1.9,2,1.9
2013/01/06,松山,WD_HR,87,83,88,91,97,94,86,89,81,83,72,68,67,71,73,68,74,71,84,82,75,87,79,79
2013/01/06,松山,WIND_DIREC,77,95,82,99,100,94,93,83,86,75,75,75,69,75,65,83,70,74,73,88,77,86,77,76
2013/01/06,松山,WIND_SPEED,1.4,1.4,1.1,1.4,1.4,1.5,1.6,1.2,1.6,1.9,2.2,2.4,2.5,2,2.5,2.2,2.4,1.8,1.4,1.3,1.4,1.1,1.3,1.1
2013/01/06,松山,WS_HR,1.4,1.3,1.2,1.1,1.1,1.3,1.2,1.4,1.4,1.6,1.7,1.9,2.1,2,1.9,2.1,2.1,1.7,1.3,1.3,1.3,1.2,1.2,1.1
2013/01/07,松山,AMB_TEMP,17,17,17,17,17,17,17,17,18,18,19,19,19,19,19,19,19,18,18,18,18,18,18,18
2013/01/07,松山,CH4,1.9,1.8,1.8,1.8,1.8,1.9,1.9,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9
2013/01/07,松山,CO,0.29,0.24,0.22,0.22,0.24,0.3,0.36,0.59,1,0.67,0.48,0.44,0.43,0.39,0.45,0.47,0.54,0.63,0.76,0.75,0.66,0.61,0.58,0.5
2013/01/07,松山,NMHC,0.05,0.04,0.03,0.03,0.04,0.07,0.08,0.14,0.29,0.22,0.16,0.15,0.13,0.12,0.16,0.17,0.22,0.22,0.24,0.22,0.18,0.17,0.14,0.11
2013/01/07,松山,NO,1.3,1.3,1,1.1,1.1,1.2,2,6,23,17,12,8.9,7.4,7.3,7.7,8.2,8.8,7.7,7.3,8.4,6.6,4.5,3.9,2.1
2013/01/07,松山,NO2,9,5,4.1,3.9,3.9,6.5,14,23,34,29,22,20,19,17,22,24,29,29,30,30,29,25,23,17
2013/01/07,松山,NOx,10,6.3,5.1,4.9,5,7.7,16,29,57,46,34,29,26,24,30,32,38,37,37,39,35,30,27,19
2013/01/07,松山,O3,33,37,38,38,36,31,25,17,8,15,22,24,25,27,22,19,14,13,12,9.9,12,14,17,23
2013/01/07,松山,PM10,1,6,6,9,5,5,4,3,8,6,15,15,22,17,12,11,7,15,14,15,15,14,18,14
2013/01/07,松山,PM2.5,5,6,7,12,15,13,12,11,13,11,7,13,12,17,8,6,3,5,7,9,12,11,17,12
2013/01/07,松山,RAINFALL,NR,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2013/01/07,松山,RH,90,90,89,89,90,90,90,91,91,90,86,85,83,82,84,85,84,86,88,88,88,88,86,88
2013/01/07,松山,SO2,1,.7#,0.5,0.7,1,1,0.5,1,2.5,1.6,0.9,0.8,0.8,0.7,0.7,0.8,0.7,0.9,1,0.8,0.9,0.8,0.7,0.4
2013/01/07,松山,THC,1.9,1.9,1.9,1.9,1.9,2,1.9,2,2.2,2.1,2,2,2,1.9,2,2,2.1,2.1,2.1,2.1,2,2,2,2
2013/01/07,松山,WD_HR,88,72,76,81,90,87,95,94,89,90,96,97,89,91,93,92,90,93,94,98,109,91,88,89
2013/01/07,松山,WIND_DIREC,95,72,78,96,86,93,94,107,84,95,100,91,91,93,96,96,89,93,93,102,110,95,98,69
2013/01/07,松山,WIND_SPEED,1.8,1.7,1.3,1.6,1.3,1.5,1.7,1.4,1.6,1.8,2.1,2.2,2.6,2.3,2.2,2.3,1.9,2.4,1.2,1.4,1.4,1.4,1.4,1.4
2013/01/07,松山,WS_HR,1.4,1.7,1.4,1.3,1.3,0.4,1.3,1.5,1.1,1.3,1.7,1.8,1.8,2.1,2,2,1.7,1.8,1.4,1.1,1,1.4,1.2,1.2
2013/01/08,松山,AMB_TEMP,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15
2013/01/08,松山,CH4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.9#,1.8,1.8,1.8,1.9,1.9,1.8,1.9,1.9,1.9,1.8
2013/01/08,松山,CO,0.41,0.34,0.32,0.33,0.37,0.39,0.49,0.78,0.94,0.69,0.57,.63#,0.52,0.52,0.53,0.58,0.62,0.77,0.84,0.7,0.67,0.63,0.58,0.51
2013/01/08,松山,NMHC,0.09,0.07,0.05,0.06,0.06,0.06,0.08,0.17,0.26,0.18,0.15,0.17,0.15,.21#,0.18,0.21,0.22,0.26,0.25,0.17,0.17,0.14,0.1,0.08
2013/01/08,松山,NO,1.7,1.3,1.2,0.6,0.7,0.6,1.3,6.9,14,12,7.5,12#,5.7,7.2,7.1,9.3,11,13,12,7.1,5.6,4.3,3,1.7
2013/01/08,松山,NO2,12,7.1,5.4,4.5,4.8,5.1,14,27,30,27,23,29#,22,24,26,32,35,36,35,29,28,23,19,14
2013/01/08,松山,NOx,14,8.4,6.6,5.1,5.4,5.7,15,34,44,40,31,41#,28,31,33,42,46,49,47,36,34,27,22,15
2013/01/08,松山,O3,28,32,33,32,32,31,21,11,8.3,12,17,15,19#,19,18,11,8.6,6.5,6.6,11,12,16,21,26
2013/01/08,松山,PM10,15,9,7,1,6,9,17,18,21,18,19,23,23,23,16,21,26,32,34,29,25,20,18,16
2013/01/08,松山,PM2.5,12,7,12,9,9,5,9,8,12,10,9,12,12,20,14,18,15,21,24,23,18,12,6,10
2013/01/08,松山,RAINFALL,NR,NR,NR,NR,NR,NR,NR,NR,0.4,NR,0.2,0.4,0.2,NR,NR,NR,0.2,0.4,1,0.6,0.6,1,0.4,0.4
2013/01/08,松山,RH,90,88,87,86,86,87,87,84,84,85,85,85,84,86,84,86,87,89,90,90,90,90,89,89
2013/01/08,松山,SO2,0.5,1#,0.9,0.9,0.7,0.7,0.9,1.1,1.2,1.3,1.1,1.1#,1,1.1,1,1.7,1.5,1.6,2.7,1.3,1.7,1.7,1,0.8
2013/01/08,松山,THC,2,1.9,1.9,1.9,1.9,1.9,2,2.1,2.1,2.1,2,2,2,2.1#,2,2.1,2.1,2.1,2.1,2,2,2,2,1.9
2013/01/08,松山,WD_HR,79,83,81,85,89,96,109,95,95,80,77,78,77,80,79,86,89,94,90,77,78,74,76,85
2013/01/08,松山,WIND_DIREC,79,77,76,93,81,105,100,93,72,66,117,75,90,83,78,84,85,90,79,76,84,68,81,94
2013/01/08,松山,WIND_SPEED,1.3,1.8,1.2,1.6,1.1,0.8,0.6,1.8,1.2,1.1,1,1.9,1.3,2.1,1.4,1.8,1.5,1.7,1.2,1.5,1.3,1.4,1.5,1.3
2013/01/08,松山,WS_HR,1.1,1.3,1.3,1.3,1.3,0.6,0.6,1,1,1.3,1.2,1.7,1.3,1.4,1.5,1.2,1.2,1.3,1.3,1.3,1,1.3,1.4,1.3
2013/01/09,松山,AMB_TEMP,15,15,15,15,15,14,14,14,14,14,15,15,15,15,14,14,14,14,14,14,14,14,14,14
2013/01/09,松山,CH4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2013/01/09,松山,CO,0.5,0.5,0.45,0.43,0.41,0.41,0.45,0.57,0.68,0.86,0.95,0.44,0.35,0.37,0.39,0.41,0.44,0.58,0.71,0.64,0.67,0.7,0.69,0.58
2013/01/09,松山,NMHC,0.07,0.05,0.03,0.04,0.05,0.06,0.07,0.11,0.16,0.25,0.31,0.16,0.09,0.12,0.16,0.14,0.15,0.19,0.19,0.15,0.14,0.14,0.12,0.07
2013/01/09,松山,NO,1.2,0.9,0.6,0.9,0.9,1,1.3,3.8,7.2,21,43,8,4.1,3.7,3.8,4.3,3.8,5.7,6.7,4,5.4,3.9,3.8,2
2013/01/09,松山,NO2,12,5.9,4,5,5,6.6,12,20,26,35,42,27,20,20,22,21,21,26,28,25,26,24,21,12
2013/01/09,松山,NOx,13,6.8,4.6,5.9,5.8,7.5,14,24,33,56,85,35,24,23,26,26,25,32,35,29,32,28,25,14
2013/01/09,松山,O3,27,35,39,38,36,33,27,19,15,8,4.1,19,28,27,25,25,24,18,15,19,15,16,19,27
2013/01/09,松山,PM10,13,10,5,9,7,11,6,9,14,16,21,21,27,27,26,19,18,21,28,31,36,34,38,35
2013/01/09,松山,PM2.5,9,9,10,8,11,8,8,10,7,11,14,15,15,8,12,14,18,14,14,15,20,23,26,24
2013/01/09,松山,RAINFALL,1,0.8,0.2,0.2,0.2,0.8,0.4,0.4,2.2,1.2,0.8,0.2,NR,NR,NR,NR,NR,0.2,NR,NR,NR,NR,0.4,0.2
2013/01/09,松山,RH,90,89,86,84,85,86,88,89,89,89,90,87,83,83,83,83,83,83,85,85,84,83,84,84
2013/01/09,松山,SO2,3.5,1.8#,1.4,1.5,1.6,1.4,1.5,1.7,2,2.3,2.6,2,1.9,1.8,2.1,2.5,3.1,3.7,4,4,5.5,4.2,4.2,3.5
2013/01/09,松山,THC,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2.1,2.2,2.1,1.9,2,2,2,2.1,2.1,2.1,2,2.1,2.1,2.1,2
2013/01/09,松山,WD_HR,93,75,79,84,97,101,107,100,105,21,70,70,70,67,68,71,69,75,69,81,82,84,71,69
2013/01/09,松山,WIND_DIREC,84,75,91,92,104,108,97,102,227,34,93,52,67,77,70,66,66,90,82,86,73,70,82,78
2013/01/09,松山,WIND_SPEED,1.3,1.8,1.6,1.1,1,0.8,1.2,1,0.5,0.5,0.6,2.1,1.9,2.2,1.6,2.3,2.1,1.4,1.4,1.5,1.6,1.4,1.6,1.8
2013/01/09,松山,WS_HR,1.2,1.4,1.4,1.3,1,0.6,0.7,0.7,0.5,0.1,0.3,1.6,1.8,1.7,1.6,1.9,2.1,1.5,1.3,1.4,1.4,1,1.2,1.6
2013/01/10,松山,AMB_TEMP,14,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13
