時間,地區,max_temp,min_temp,average_temp
2013-01-02,虎尾,21.5,14.2,17.34583333333333
2013-01-03,虎尾,17.6,13.8,15.791666666666664
2013-01-04,虎尾,19.8,13.2,16.3125
2013-01-05,虎尾,21.6,15.0,17.3
2013-01-06,虎尾,22.7,13.7,17.66086956521739
2013-01-07,虎尾,24.1,17.3,19.3125
2013-01-08,虎尾,19.1,16.4,17.841666666666672
2013-01-09,虎尾,17.7,14.6,15.620833333333332
2013-01-10,虎尾,19.9,13.7,16.087500000000002
2013-01-11,虎尾,20.6,11.9,16.15416666666667
2013-01-12,虎尾,21.8,16.4,18.382608695652173
2013-01-13,虎尾,19.4,14.2,16.645833333333332
2013-01-14,虎尾,20.1,11.6,15.016666666666666
2013-01-15,虎尾,22.9,10.8,16.191666666666666
2013-01-16,虎尾,21.6,11.9,16.521739130434785
2013-01-17,虎尾,19.3,11.8,14.743478260869566
2013-01-18,虎尾,19.0,10.8,14.078260869565218
2013-01-19,虎尾,22.3,10.3,15.675
2013-01-20,虎尾,23.1,13.5,17.420833333333334
2013-01-21,虎尾,25.7,13.5,18.783333333333328
2013-01-22,虎尾,25.5,15.9,19.2125
2013-01-23,虎尾,22.9,15.9,18.345833333333328
2013-01-24,虎尾,23.0,15.5,17.912499999999994
2013-01-25,虎尾,20.4,14.7,16.78333333333333
2013-01-26,虎尾,18.4,13.8,15.683333333333332
2013-01-27,虎尾,21.1,14.0,16.63333333333333
2013-01-28,虎尾,23.1,12.0,16.543478260869566
2013-01-29,虎尾,24.0,13.3,17.520833333333332
2013-01-30,虎尾,24.0,13.0,17.650000000000006
2013-02-01,虎尾,27.1,15.0,20.75
2013-02-02,虎尾,24.1,18.2,20.508695652173927
2013-02-03,虎尾,25.6,17.2,18.95
2013-02-04,虎尾,28.7,17.4,22.92083333333333
2013-02-05,虎尾,26.0,19.1,22.316666666666666
2013-02-06,虎尾,25.8,18.7,21.73333333333333
2013-02-07,虎尾,24.6,17.2,19.417391304347827
2013-02-08,虎尾,21.8,14.1,17.28333333333333
2013-02-09,虎尾,21.2,13.3,16.208333333333332
2013-02-10,虎尾,20.2,14.2,16.34166666666667
2013-02-11,虎尾,22.1,15.0,17.40833333333333
2013-02-12,虎尾,23.5,15.7,18.4375
2013-02-13,虎尾,22.4,14.8,18.2
2013-02-14,虎尾,24.5,16.7,20.045833333333334
2013-02-15,虎尾,25.5,15.6,20.470833333333328
2013-02-16,虎尾,24.3,15.5,19.004166666666666
2013-02-17,虎尾,27.0,17.1,20.5
2013-02-18,虎尾,29.6,18.4,23.673913043478265
2013-02-19,虎尾,24.0,15.0,19.933333333333334
2013-02-20,虎尾,21.6,14.5,16.772727272727273
2013-02-21,虎尾,20.6,15.1,17.304166666666667
2013-02-22,虎尾,22.0,14.7,17.2695652173913
2013-02-23,虎尾,23.8,15.1,18.3
2013-02-24,虎尾,23.8,15.0,17.962500000000006
2013-02-25,虎尾,24.7,15.6,19.0625
2013-02-26,虎尾,25.9,16.6,20.629166666666666
2013-02-27,虎尾,29.0,18.1,22.05
2013-03-01,虎尾,30.4,18.3,23.0875
2013-03-02,虎尾,17.9,13.7,15.334782608695653
2013-03-03,虎尾,14.6,12.3,13.316666666666668
2013-03-04,虎尾,22.0,12.3,16.491666666666667
2013-03-05,虎尾,24.4,14.0,18.754166666666666
2013-03-06,虎尾,25.1,14.0,19.008333333333333
2013-03-07,虎尾,26.3,13.8,19.65
2013-03-08,虎尾,28.2,14.0,21.041666666666668
2013-03-09,虎尾,28.1,17.0,22.320833333333336
2013-03-10,虎尾,28.8,17.8,23.0
2013-03-11,虎尾,25.6,18.1,20.608695652173914
2013-03-12,虎尾,28.0,16.5,21.695833333333336
2013-03-13,虎尾,29.6,19.6,24.1875
2013-03-14,虎尾,22.7,16.7,18.779166666666665
2013-03-15,虎尾,22.0,17.0,18.783333333333328
2013-03-16,虎尾,26.6,16.3,21.275
2013-03-17,虎尾,28.7,18.1,23.03043478260869
2013-03-18,虎尾,27.6,21.3,24.2
2013-03-19,虎尾,29.0,21.3,24.766666666666666
2013-03-20,虎尾,29.2,22.3,25.141666666666666
2013-03-21,虎尾,24.2,18.9,21.1625
2013-03-22,虎尾,31.0,19.0,24.570833333333336
2013-03-23,虎尾,31.4,22.6,25.633333333333336
2013-03-24,虎尾,26.6,22.3,23.899999999999995
2013-03-25,虎尾,27.2,18.4,22.195833333333336
2013-03-26,虎尾,25.1,18.2,21.258333333333333
2013-03-27,虎尾,27.0,18.4,22.22916666666667
2013-03-28,虎尾,28.6,19.9,23.175
2013-03-29,虎尾,26.5,19.1,22.4375
2013-03-30,虎尾,27.6,17.7,21.825
2013-04-01,虎尾,24.7,18.9,21.4625
2013-04-02,虎尾,27.9,18.6,23.43333333333333
2013-04-03,虎尾,26.5,18.2,21.49583333333333
2013-04-04,虎尾,25.5,19.8,21.766666666666666
2013-04-05,虎尾,25.7,21.2,22.53333333333333
2013-04-06,虎尾,23.9,16.3,20.8
2013-04-07,虎尾,23.6,15.2,18.89565217391304
2013-04-08,虎尾,25.9,17.0,20.858333333333327
2013-04-09,虎尾,26.1,18.9,20.791666666666668
2013-04-10,虎尾,21.6,17.2,19.1
2013-04-11,虎尾,21.4,17.3,19.016666666666666
2013-04-12,虎尾,19.6,16.5,17.61666666666667
2013-04-13,虎尾,21.7,17.1,19.782608695652172
2013-04-14,虎尾,20.6,18.7,19.70833333333333
2013-04-15,虎尾,28.6,17.9,23.40416666666667
2013-04-16,虎尾,28.9,21.1,24.95416666666667
2013-04-17,虎尾,27.6,23.5,25.45833333333333
2013-04-18,虎尾,29.0,23.5,25.95416666666667
2013-04-19,虎尾,28.3,22.4,25.03043478260869
2013-04-20,虎尾,29.3,22.0,24.47083333333333
2013-04-21,虎尾,23.7,18.2,19.933333333333334
2013-04-22,虎尾,25.7,17.6,21.470833333333328
2013-04-23,虎尾,30.4,21.3,25.24166666666667
2013-04-24,虎尾,31.3,23.2,26.47391304347826
2013-04-25,虎尾,29.2,22.2,23.965217391304346
2013-04-26,虎尾,28.1,20.5,23.77083333333333
2013-04-27,虎尾,22.5,19.0,21.308333333333334
2013-04-28,虎尾,28.8,20.7,24.129166666666666
2013-04-29,虎尾,30.8,21.2,25.883333333333336
2013-05-01,虎尾,25.9,19.3,22.87083333333333
2013-05-02,虎尾,23.9,19.8,21.64583333333333
2013-05-03,虎尾,22.6,20.2,21.354166666666668
2013-05-04,虎尾,29.1,20.5,24.66666666666667
2013-05-05,虎尾,30.9,22.7,26.32500000000001
2013-05-06,虎尾,29.3,23.8,26.016666666666666
2013-05-07,虎尾,30.7,23.6,26.02916666666667
2013-05-08,虎尾,30.9,24.1,26.35416666666667
2013-05-09,虎尾,31.5,23.8,27.029166666666665
2013-05-10,虎尾,32.9,24.6,28.39166666666667
2013-05-11,虎尾,30.7,24.5,27.02608695652174
2013-05-12,虎尾,28.3,23.3,25.29583333333333
2013-05-13,虎尾,27.2,23.1,25.04347826086957
2013-05-14,虎尾,31.6,22.9,26.366666666666664
2013-05-15,虎尾,31.5,23.7,27.758333333333336
2013-05-16,虎尾,29.3,25.1,26.85833333333333
2013-05-17,虎尾,29.5,23.5,27.133333333333336
2013-05-18,虎尾,30.7,25.7,28.0125
2013-05-19,虎尾,28.0,24.4,26.1875
2013-05-20,虎尾,31.3,24.6,26.825
2013-05-21,虎尾,29.5,23.5,25.68695652173913
2013-05-22,虎尾,31.5,24.6,27.29583333333333
2013-05-23,虎尾,29.5,24.0,26.4
2013-05-24,虎尾,32.8,24.7,27.90833333333333
2013-05-25,虎尾,31.7,25.2,28.070833333333336
2013-05-26,虎尾,32.1,25.4,28.39583333333333
2013-05-27,虎尾,33.6,25.0,29.17083333333333
2013-05-28,虎尾,31.4,27.0,29.004166666666666
2013-05-29,虎尾,34.1,26.2,30.066666666666666
2013-05-30,虎尾,34.0,26.3,29.975000000000005
2013-06-01,虎尾,33.6,26.7,29.58333333333333
2013-06-02,虎尾,33.0,25.0,29.27083333333333
2013-06-03,虎尾,33.5,26.0,29.441666666666666
2013-06-04,虎尾,33.1,25.5,28.62083333333333
2013-06-05,虎尾,31.7,25.1,27.5625
2013-06-06,虎尾,33.4,25.4,29.16086956521739
2013-06-07,虎尾,33.9,25.5,29.65416666666667
2013-06-08,虎尾,33.9,25.6,29.816666666666666
2013-06-09,虎尾,33.5,27.0,29.72083333333333
2013-06-10,虎尾,31.4,27.6,28.97826086956522
2013-06-11,虎尾,33.7,26.5,28.85833333333333
2013-06-12,虎尾,32.3,25.1,27.23478260869565
2013-06-13,虎尾,30.5,24.9,27.2
2013-06-14,虎尾,31.8,25.9,27.95416666666667
2013-06-15,虎尾,31.8,26.1,28.204166666666666
2013-06-16,虎尾,32.8,25.3,28.391666666666666
2013-06-17,虎尾,33.3,25.9,29.1375
2013-06-18,虎尾,35.2,26.2,30.55833333333333
2013-06-19,虎尾,34.7,26.2,30.191666666666666
2013-06-20,虎尾,33.1,25.7,29.565217391304344
2013-06-21,虎尾,35.5,26.9,29.29166666666667
2013-06-22,虎尾,33.4,26.9,30.04166666666667
2013-06-23,虎尾,34.1,26.1,30.179166666666664
2013-06-24,虎尾,32.1,23.8,27.129166666666666
2013-06-25,虎尾,29.9,24.7,27.3875
2013-06-26,虎尾,33.6,26.9,29.841666666666665
2013-06-27,虎尾,33.3,26.9,29.945833333333336
2013-06-28,虎尾,33.7,26.6,29.97826086956522
2013-06-29,虎尾,34.8,25.7,30.09166666666667
2013-07-01,虎尾,35.7,26.4,29.995652173913044
2013-07-02,虎尾,35.0,25.7,29.147826086956524
2013-07-03,虎尾,34.2,25.2,29.20833333333333
2013-07-04,虎尾,35.1,25.5,29.33043478260869
2013-07-05,虎尾,33.9,25.7,29.399999999999995
2013-07-06,虎尾,34.0,25.0,28.212499999999995
2013-07-07,虎尾,34.1,24.7,28.633333333333336
2013-07-08,虎尾,35.0,23.8,28.254166666666666
2013-07-09,虎尾,33.3,24.3,27.069565217391304
2013-07-10,虎尾,33.0,23.5,28.2
2013-07-11,虎尾,33.3,25.5,29.30833333333333
2013-07-12,虎尾,31.4,26.5,28.841666666666665
2013-07-13,虎尾,29.3,24.8,27.22916666666667
2013-07-14,虎尾,32.1,25.8,28.37083333333333
2013-07-15,虎尾,33.5,25.3,28.12083333333333
2013-07-16,虎尾,32.1,25.5,28.679166666666664
2013-07-17,虎尾,33.7,25.8,28.58333333333333
2013-07-18,虎尾,32.6,25.9,28.754166666666666
2013-07-19,虎尾,33.1,26.4,28.978260869565226
2013-07-20,虎尾,33.1,26.3,29.3
2013-07-21,虎尾,34.7,27.0,29.97083333333333
2013-07-22,虎尾,34.4,26.1,30.17391304347825
2013-07-23,虎尾,34.9,26.6,30.008333333333336
2013-07-24,虎尾,34.0,25.5,28.33333333333333
2013-07-25,虎尾,32.6,25.1,28.08260869565217
2013-07-26,虎尾,32.6,24.3,27.64166666666667
2013-07-27,虎尾,34.1,25.4,28.76666666666667
2013-07-28,虎尾,34.6,25.8,29.22083333333333
2013-07-29,虎尾,34.9,25.9,30.3375
2013-07-30,虎尾,33.5,25.3,28.629166666666666
2013-08-01,虎尾,33.6,24.7,28.383333333333336
2013-08-02,虎尾,32.5,25.9,28.475
2013-08-03,虎尾,34.7,26.3,29.74583333333333
2013-08-04,虎尾,34.7,26.3,29.962499999999995
2013-08-05,虎尾,34.7,26.0,30.15833333333333
2013-08-06,虎尾,35.2,27.0,29.83333333333333
2013-08-07,虎尾,34.1,26.6,29.29583333333333
2013-08-08,虎尾,35.4,25.9,30.452173913043474
2013-08-09,虎尾,34.6,27.1,30.560869565217395
2013-08-10,虎尾,34.4,27.5,30.366666666666664
2013-08-11,虎尾,34.6,27.1,30.96666666666667
2013-08-12,虎尾,34.5,27.7,30.66666666666667
2013-08-13,虎尾,33.5,27.4,30.43333333333333
2013-08-14,虎尾,33.5,24.5,27.7875
2013-08-15,虎尾,32.4,25.3,27.320833333333336
2013-08-16,虎尾,34.3,25.6,29.100000000000005
2013-08-17,虎尾,32.9,25.6,28.95833333333333
2013-08-18,虎尾,33.3,26.2,29.53333333333333
2013-08-19,虎尾,35.0,25.8,30.066666666666666
2013-08-20,虎尾,30.6,26.7,28.20833333333333
2013-08-21,虎尾,29.5,25.6,26.629166666666666
2013-08-22,虎尾,28.0,24.5,26.0
2013-08-23,虎尾,31.2,24.3,27.41666666666667
2013-08-24,虎尾,32.8,25.3,27.9125
2013-08-25,虎尾,34.0,24.6,28.379166666666666
2013-08-26,虎尾,34.1,25.4,29.73333333333333
2013-08-27,虎尾,33.2,27.2,29.991666666666664
2013-08-28,虎尾,33.4,27.1,29.399999999999995
2013-08-29,虎尾,27.2,23.5,25.06666666666667
2013-08-30,虎尾,26.3,23.2,24.37826086956521
2013-09-01,虎尾,26.9,22.1,23.99166666666667
2013-09-02,虎尾,30.2,21.5,25.74583333333333
2013-09-03,虎尾,31.9,23.2,27.191666666666666
2013-09-04,虎尾,31.9,22.9,26.87083333333333
2013-09-05,虎尾,32.9,23.0,27.77083333333333
2013-09-06,虎尾,33.6,24.6,28.74583333333333
2013-09-07,虎尾,33.0,26.2,29.191666666666666
2013-09-08,虎尾,33.5,26.2,29.329166666666666
2013-09-09,虎尾,33.7,26.3,29.37083333333333
2013-09-10,虎尾,34.4,26.5,29.46666666666667
2013-09-11,虎尾,35.4,25.8,29.57826086956522
2013-09-12,虎尾,33.3,25.6,28.0
2013-09-13,虎尾,33.1,25.2,28.0
2013-09-14,虎尾,33.5,24.6,28.90416666666667
2013-09-15,虎尾,33.9,26.4,29.15833333333333
2013-09-16,虎尾,34.6,26.8,29.72083333333333
2013-09-17,虎尾,33.8,24.6,28.965217391304346
2013-09-18,虎尾,34.9,24.6,29.3375
2013-09-19,虎尾,35.1,25.1,29.5
2013-09-20,虎尾,32.3,25.8,28.87391304347826
2013-09-21,虎尾,31.5,26.5,28.71739130434782
2013-09-22,虎尾,29.9,25.4,27.087499999999995
2013-09-23,虎尾,31.6,25.3,27.33333333333333
2013-09-24,虎尾,32.2,25.4,27.73333333333333
2013-09-25,虎尾,32.2,25.7,28.375
2013-09-26,虎尾,32.0,24.7,27.49583333333333
2013-09-27,虎尾,32.1,23.5,27.17391304347826
2013-09-28,虎尾,32.6,23.9,27.77083333333333
2013-09-29,虎尾,32.9,25.0,28.412500000000005
2013-10-01,虎尾,32.1,25.4,28.17083333333333
2013-10-02,虎尾,31.3,22.9,26.554166666666664
2013-10-03,虎尾,31.0,21.2,25.22083333333333
2013-10-04,虎尾,29.9,20.9,24.90416666666667
2013-10-05,虎尾,28.6,21.5,25.33333333333333
2013-10-06,虎尾,27.5,23.8,25.570833333333336
2013-10-07,虎尾,33.0,22.7,27.54583333333333
2013-10-08,虎尾,32.3,23.5,27.704166666666666
2013-10-09,虎尾,32.9,25.6,28.53333333333333
2013-10-10,虎尾,31.7,25.1,27.566666666666666
2013-10-11,虎尾,32.2,24.7,27.64166666666667
2013-10-12,虎尾,32.1,24.0,27.66666666666667
2013-10-13,虎尾,32.3,24.5,27.70833333333333
2013-10-14,虎尾,32.7,24.9,27.8625
2013-10-15,虎尾,30.6,23.8,26.38260869565217
2013-10-16,虎尾,28.0,20.3,23.4625
2013-10-17,虎尾,30.1,19.1,23.65416666666667
2013-10-18,虎尾,30.4,19.9,24.314285714285717
2013-10-22,虎尾,27.8,21.0,23.70769230769231
2013-10-23,虎尾,27.1,19.5,22.73333333333333
2013-10-24,虎尾,26.0,20.1,22.325
2013-10-25,虎尾,26.2,18.4,21.45833333333333
2013-10-26,虎尾,25.9,17.4,20.8375
2013-10-27,虎尾,27.9,16.7,21.67083333333333
2013-10-28,虎尾,28.2,17.9,22.537500000000005
2013-10-29,虎尾,29.0,18.5,23.366666666666664
2013-10-30,虎尾,30.0,18.8,24.125
2013-11-01,虎尾,31.4,21.9,25.725
2013-11-02,虎尾,27.0,24.0,24.91666666666667
2013-11-03,虎尾,29.3,23.2,25.27083333333333
2013-11-04,虎尾,27.8,22.6,24.22916666666667
2013-11-05,虎尾,27.4,21.4,23.68333333333333
2013-11-06,虎尾,27.8,21.8,24.01666666666667
2013-11-07,虎尾,29.1,22.6,24.89166666666667
2013-11-08,虎尾,30.0,22.2,25.304166666666664
2013-11-09,虎尾,29.5,23.3,25.225
2013-11-10,虎尾,30.5,23.0,25.675
2013-11-11,虎尾,28.8,21.8,25.0
2013-11-12,虎尾,28.2,21.2,23.77916666666667
2013-11-13,虎尾,29.8,21.1,24.22083333333333
2013-11-14,虎尾,28.1,19.8,23.4125
2013-11-15,虎尾,28.4,20.7,23.59130434782609
2013-11-16,虎尾,26.6,18.4,22.0
2013-11-17,虎尾,26.6,16.5,20.420833333333327
2013-11-18,虎尾,24.6,15.6,18.804166666666667
2013-11-19,虎尾,24.7,14.9,18.8
2013-11-20,虎尾,24.9,16.6,20.045833333333334
2013-11-21,虎尾,27.0,18.4,21.3875
2013-11-22,虎尾,21.7,17.5,19.416666666666668
2013-11-23,虎尾,28.4,15.4,21.337499999999995
2013-11-24,虎尾,28.4,17.3,22.116666666666664
2013-11-25,虎尾,22.5,16.1,19.64166666666668
2013-11-26,虎尾,25.5,16.5,20.3625
2013-11-27,虎尾,25.8,17.3,20.641666666666666
2013-11-28,虎尾,17.0,14.5,15.620833333333332
2013-11-29,虎尾,19.6,11.2,14.983333333333334
2013-12-01,虎尾,24.2,12.2,17.095833333333335
2013-12-02,虎尾,25.4,11.7,17.533333333333335
2013-12-03,虎尾,24.6,13.2,17.870833333333334
2013-12-04,虎尾,23.7,13.1,17.529166666666665
2013-12-05,虎尾,25.7,11.7,17.745833333333334
2013-12-06,虎尾,25.3,14.7,19.595833333333328
2013-12-07,虎尾,28.1,17.2,21.4625
2013-12-08,虎尾,26.9,16.8,21.52083333333333
2013-12-09,虎尾,26.9,17.8,21.850000000000005
2013-12-10,虎尾,20.5,16.2,18.08333333333333
2013-12-11,虎尾,19.3,15.4,16.770833333333332
2013-12-12,虎尾,22.1,15.3,18.179166666666664
2013-12-13,虎尾,22.1,17.5,19.2125
2013-12-14,虎尾,25.1,17.0,20.1
2013-12-15,虎尾,23.9,18.8,20.470833333333328
2013-12-16,虎尾,26.1,16.1,20.5
2013-12-17,虎尾,17.7,14.9,16.025000000000002
2013-12-18,虎尾,17.6,13.9,15.479166666666664
2013-12-19,虎尾,16.4,12.6,14.116666666666667
2013-12-20,虎尾,17.5,12.0,14.404166666666667
2013-12-21,虎尾,16.7,12.6,14.170833333333334
2013-12-22,虎尾,19.1,12.6,15.441666666666668
2013-12-23,虎尾,22.9,14.0,17.1125
2013-12-24,虎尾,19.1,14.3,16.133333333333336
2013-12-25,虎尾,22.3,15.0,17.116666666666667
2013-12-26,虎尾,18.8,13.6,15.675
2013-12-27,虎尾,15.5,9.4,12.170833333333334
2013-12-28,虎尾,17.3,8.9,12.895833333333336
2013-12-29,虎尾,17.4,11.2,13.241666666666667
2013-12-30,虎尾,20.8,10.9,15.262499999999998
2014-01-01,虎尾,24.4,11.7,17.141666666666666
2014-01-02,虎尾,26.1,13.9,19.54782608695652
2014-01-03,虎尾,26.5,17.6,21.05
2014-01-04,虎尾,22.7,14.1,18.445833333333333
2014-01-05,虎尾,22.8,11.8,16.1875
2014-01-06,虎尾,21.7,12.2,16.308333333333334
2014-01-07,虎尾,25.7,14.0,18.6
2014-01-08,虎尾,25.5,14.6,19.25652173913043
2014-01-09,虎尾,19.6,13.3,15.358333333333334
2014-01-10,虎尾,21.7,13.4,16.454166666666666
2014-01-11,虎尾,23.6,12.5,16.804166666666667
2014-01-12,虎尾,22.0,15.5,17.625
2014-01-13,虎尾,20.5,14.2,16.383333333333333
2014-01-14,虎尾,17.2,12.5,14.6
2014-01-15,虎尾,21.8,11.8,15.545833333333334
2014-01-16,虎尾,21.9,10.5,15.858333333333334
2014-01-17,虎尾,22.4,11.9,16.541666666666668
2014-01-18,虎尾,20.0,10.7,14.582608695652173
2014-01-19,虎尾,20.9,9.4,14.4
2014-01-20,虎尾,20.6,11.2,15.05
2014-01-21,虎尾,17.7,10.3,13.339130434782613
2014-01-22,虎尾,17.7,8.8,12.425000000000002
2014-01-23,虎尾,21.2,7.8,13.958333333333336
2014-01-24,虎尾,22.0,9.5,15.133333333333335
2014-01-25,虎尾,25.4,11.2,18.02083333333333
2014-01-26,虎尾,22.0,13.6,16.412499999999998
2014-01-27,虎尾,22.3,13.4,16.675
2014-01-28,虎尾,24.5,13.0,17.383333333333336
2014-01-29,虎尾,24.2,12.8,17.60869565217391
2014-01-30,虎尾,25.8,12.8,18.58333333333333
2014-02-01,虎尾,27.0,14.1,20.054166666666664
2014-02-02,虎尾,28.2,18.1,22.2695652173913
2014-02-03,虎尾,28.6,19.4,23.58333333333333
2014-02-04,虎尾,23.0,15.7,18.543478260869566
2014-02-05,虎尾,23.6,15.4,18.9375
2014-02-06,虎尾,26.2,18.0,21.352173913043483
2014-02-07,虎尾,23.2,18.9,20.9625
2014-02-08,虎尾,20.9,15.9,18.283333333333328
2014-02-09,虎尾,17.3,12.1,15.225
2014-02-10,虎尾,12.3,9.4,10.629166666666666
2014-02-11,虎尾,12.1,8.8,10.066666666666668
2014-02-12,虎尾,19.1,10.1,13.895652173913044
2014-02-13,虎尾,18.4,12.5,14.704347826086956
2014-02-14,虎尾,16.4,11.5,12.8625
2014-02-15,虎尾,17.0,12.2,14.233333333333334
2014-02-16,虎尾,22.3,13.3,17.09166666666667
2014-02-17,虎尾,27.6,15.0,20.816666666666666
2014-02-18,虎尾,25.7,15.4,20.13913043478261
2014-02-19,虎尾,15.6,11.2,12.866666666666665
2014-02-20,虎尾,17.5,9.4,13.0375
2014-02-21,虎尾,21.3,7.6,14.052173913043475
2014-02-22,虎尾,22.2,11.0,16.166666666666668
2014-02-23,虎尾,22.2,12.8,17.079166666666666
2014-02-24,虎尾,21.7,15.2,17.675
2014-02-25,虎尾,25.7,13.8,18.266666666666666
2014-02-26,虎尾,27.1,16.6,20.87826086956522
2014-02-27,虎尾,26.0,16.9,20.93478260869565
2014-03-01,虎尾,27.5,17.6,22.18333333333333
2014-03-02,虎尾,22.8,15.4,18.745833333333334
2014-03-03,虎尾,20.4,14.9,17.099999999999998
2014-03-04,虎尾,25.0,16.1,18.591666666666672
2014-03-05,虎尾,24.2,14.9,18.183333333333334
2014-03-06,虎尾,20.4,14.6,16.491666666666664
2014-03-07,虎尾,21.8,14.0,16.96086956521739
2014-03-08,虎尾,20.4,13.9,16.104166666666668
2014-03-09,虎尾,18.7,13.4,15.1
2014-03-10,虎尾,19.8,13.9,16.562499999999996
2014-03-11,虎尾,19.2,15.7,16.962500000000002
2014-03-12,虎尾,24.5,15.4,18.891666666666666
2014-03-13,虎尾,22.5,16.3,19.195833333333333
2014-03-14,虎尾,21.1,14.8,17.045833333333334
2014-03-15,虎尾,23.6,14.2,18.0375
2014-03-16,虎尾,23.1,16.2,18.491304347826084
2014-03-17,虎尾,27.3,16.3,21.758333333333336
2014-03-18,虎尾,28.6,18.2,23.03333333333333
2014-03-19,虎尾,30.7,21.3,25.2125
2014-03-20,虎尾,27.4,14.8,21.629166666666666
2014-03-21,虎尾,16.8,14.1,15.108333333333334
2014-03-22,虎尾,21.1,14.9,18.0125
2014-03-23,虎尾,24.3,15.3,19.58333333333333
2014-03-24,虎尾,25.7,16.2,20.65
2014-03-25,虎尾,28.7,17.4,22.80833333333333
2014-03-26,虎尾,30.3,20.5,25.316666666666666
2014-03-27,虎尾,28.7,22.1,24.64583333333333
2014-03-28,虎尾,30.7,21.4,25.53333333333333
2014-03-29,虎尾,31.5,22.9,26.6125
2014-03-30,虎尾,30.0,22.6,25.912500000000005
2014-04-01,虎尾,23.8,19.2,20.779166666666665
2014-04-02,虎尾,22.7,18.4,19.8125
2014-04-03,虎尾,23.2,18.5,20.470833333333328
2014-04-04,虎尾,24.9,18.0,20.870833333333334
2014-04-05,虎尾,27.8,17.1,21.691666666666666
2014-04-06,虎尾,27.7,18.5,22.579166666666666
2014-04-07,虎尾,23.6,20.1,21.1608695652174
2014-04-08,虎尾,28.4,19.4,23.204166666666666
2014-04-09,虎尾,29.3,20.9,24.325
2014-04-10,虎尾,30.2,20.4,24.616666666666664
2014-04-11,虎尾,29.2,20.2,24.16666666666667
2014-04-12,虎尾,31.3,22.0,26.425
2014-04-13,虎尾,31.9,23.0,26.925
2014-04-14,虎尾,28.8,20.6,23.691666666666666
2014-04-15,虎尾,29.0,18.8,23.366666666666664
2014-04-16,虎尾,31.2,21.7,24.582608695652176
2014-04-17,虎尾,30.7,22.5,26.304166666666664
2014-04-18,虎尾,29.4,23.6,25.679166666666664
2014-04-19,虎尾,28.9,22.9,25.23333333333333
2014-04-20,虎尾,30.4,23.6,26.141666666666666
2014-04-21,虎尾,30.2,22.6,26.195833333333336
2014-04-22,虎尾,31.0,21.5,25.95
2014-04-23,虎尾,28.9,20.4,24.1125
2014-04-24,虎尾,30.0,22.1,25.19565217391304
2014-04-25,虎尾,31.4,23.1,25.61739130434783
2014-04-26,虎尾,27.3,23.5,24.754166666666666
2014-04-27,虎尾,31.7,22.4,26.081818181818186
2014-04-28,虎尾,29.3,22.7,25.15
2014-04-29,虎尾,30.1,20.9,24.87826086956522
2014-05-01,虎尾,24.2,20.1,22.075
2014-05-02,虎尾,29.8,21.2,24.917391304347824
2014-05-03,虎尾,31.1,23.4,26.55
2014-05-04,虎尾,29.0,23.1,25.804166666666664
2014-05-05,虎尾,26.5,19.2,22.23478260869565
2014-05-06,虎尾,20.8,16.6,18.808333333333334
2014-05-07,虎尾,23.8,19.1,21.125
2014-05-08,虎尾,29.5,20.7,24.5375
2014-05-09,虎尾,25.8,22.4,23.68260869565217
2014-05-10,虎尾,29.9,21.8,25.133333333333336
2014-05-11,虎尾,32.6,23.4,27.866666666666664
2014-05-12,虎尾,32.8,24.1,27.30833333333333
2014-05-13,虎尾,29.0,23.9,25.679166666666664
2014-05-14,虎尾,31.9,24.4,28.460869565217394
2014-05-15,虎尾,30.2,24.3,27.64545454545454
2014-05-16,虎尾,31.9,23.7,28.02608695652174
2014-05-17,虎尾,33.5,24.5,28.94583333333333
2014-05-18,虎尾,29.3,23.7,25.969565217391306
2014-05-19,虎尾,28.5,23.9,26.100000000000005
2014-05-20,虎尾,28.9,24.6,26.391666666666666
2014-05-21,虎尾,29.2,24.0,26.1
2014-05-22,虎尾,31.7,23.9,27.6125
2014-05-23,虎尾,27.6,23.5,25.89583333333333
2014-05-24,虎尾,33.0,24.5,27.6
2014-05-25,虎尾,32.1,25.0,28.347826086956523
2014-05-26,虎尾,33.3,25.1,28.756521739130434
2014-05-27,虎尾,32.5,26.3,28.639130434782626
2014-05-28,虎尾,30.8,26.0,27.463636363636365
2014-05-29,虎尾,32.4,25.9,28.67083333333333
2014-05-30,虎尾,31.2,25.7,28.133333333333336
2014-06-01,虎尾,33.7,26.5,29.45000000000001
2014-06-02,虎尾,33.7,26.4,29.679166666666664
2014-06-03,虎尾,28.4,23.5,25.85833333333333
2014-06-04,虎尾,31.9,24.4,27.547826086956512
2014-06-05,虎尾,32.4,25.4,28.11666666666667
2014-06-06,虎尾,32.6,23.2,27.78695652173913
2014-06-07,虎尾,32.0,25.1,27.48333333333333
2014-06-08,虎尾,31.5,25.3,27.441666666666666
2014-06-09,虎尾,33.0,25.0,28.52083333333333
2014-06-10,虎尾,31.9,26.3,28.18333333333333
2014-06-11,虎尾,31.8,25.9,27.804166666666664
2014-06-12,虎尾,33.3,24.3,28.616666666666664
2014-06-13,虎尾,33.4,25.3,28.016666666666666
2014-06-14,虎尾,27.9,25.4,26.4625
2014-06-15,虎尾,31.0,25.5,28.054166666666664
2014-06-16,虎尾,32.9,25.8,29.460869565217394
2014-06-17,虎尾,32.5,26.1,28.79166666666667
